,0,1,2
199,0.20946041,0.030095752,0.19754826
200,0.20838156,0.030437797,0.2109342
201,0.21025684,0.030437797,0.20501621
202,0.21425739,0.030779481,0.20374806
203,0.23269108,0.029411659,0.20247991
204,0.22855404,0.030095752,0.19473015
205,0.21447048,0.035909455,0.16908552
206,0.22350177,0.037277643,0.16316752
207,0.22092012,0.036593553,0.15978582
208,0.22282848,0.036593553,0.1531633
209,0.2236748,0.034541633,0.16147669
210,0.22504428,0.031805623,0.17176272
211,0.20879576,0.03522573,0.15048613
212,0.20840481,0.034541633,0.15090884
213,0.21210107,0.034541633,0.17260812
214,0.22509846,0.03522573,0.18134423
215,0.217406,0.03813276,0.17965336
216,0.22868875,0.03556777,0.16485839
217,0.23543373,0.040697385,0.16189937
218,0.23376128,0.043262366,0.13653655
219,0.23253438,0.044117484,0.14794983
220,0.23009738,0.04753759,0.1378047
221,0.22945508,0.046682473,0.1413273
222,0.22474292,0.044117484,0.1523179
223,0.21572492,0.03984263,0.1523179
224,0.20514688,0.045827363,0.16288574
225,0.20372495,0.052667562,0.18641679
226,0.20657095,0.050102573,0.18204875
227,0.21709135,0.056087304,0.18712132
228,0.22243544,0.056942422,0.17542623
229,0.2279208,0.062927514,0.16654922
230,0.23246077,0.063782275,0.13371845
231,0.22671798,0.061217282,0.14273636
232,0.22031185,0.05779754,0.15189515
233,0.22016671,0.05779754,0.1593631
234,0.20835319,0.053522322,0.15485413
235,0.20205119,0.053522322,0.14259546
236,0.1954337,0.053522322,0.1292095
237,0.20339265,0.05181245,0.12498237
238,0.19413921,0.056087304,0.12723686
239,0.20570824,0.06891225,0.1437227
240,0.20513007,0.069767356,0.165422
241,0.1960015,0.06805749,0.18824856
242,0.19781992,0.06634726,0.19895731
243,0.19022647,0.062927514,0.17190363
244,0.19946954,0.059507404,0.15851767
245,0.205592,0.06036252,0.17923068
246,0.20657268,0.069767356,0.19318022
247,0.19761631,0.063782275,0.17782162
248,0.18432263,0.063782275,0.19515286
249,0.18532231,0.063782275,0.21628855
250,0.17731515,0.06549251,0.1988164
251,0.18301055,0.071477234,0.18486683
252,0.18096957,0.069767356,0.17063548
253,0.18147495,0.073187456,0.18035789
254,0.17590955,0.071477234,0.1652811
255,0.17297962,0.06634726,0.15034519
256,0.16663548,0.06549251,0.1437227
257,0.16757652,0.06805749,0.14090459
258,0.16476843,0.063782275,0.16908552
259,0.16380623,0.063782275,0.15668593
260,0.15630367,0.062927514,0.16711287
261,0.16243169,0.063782275,0.15020429
262,0.1583201,0.067202374,0.14837255
263,0.1682227,0.06805749,0.14921798
264,0.17519882,0.06805749,0.15527688
265,0.17466632,0.06549251,0.16415389
266,0.16617313,0.06463739,0.19656192
267,0.16099557,0.05779754,0.18289419
268,0.15489897,0.056087304,0.20445259
269,0.15278175,0.0586523,0.17683528
270,0.14239654,0.056942422,0.17387627
271,0.14450768,0.05779754,0.1383683
272,0.14142886,0.0586523,0.15034519
273,0.15420237,0.06549251,0.17063548
274,0.16068646,0.06805749,0.18514867
275,0.14737609,0.06549251,0.21868394
276,0.14403418,0.07233234,0.21177961
277,0.13128686,0.08088243,0.22488375
278,0.13049689,0.079172194,0.23192899
279,0.11965799,0.07831743,0.26377344
280,0.12640852,0.07575245,0.29730874
281,0.11628848,0.07831743,0.30928558
282,0.121644676,0.08515729,0.44906294
283,0.124477774,0.08430217,0.40834153
284,0.12197575,0.081737176,0.43215448
285,0.12512779,0.08088243,0.47696215
286,0.1154353,0.079172194,0.46174443
287,0.10734889,0.08002731,0.39256024
288,0.11743191,0.07831743,0.36522478
289,0.109092385,0.07831743,0.35747498
290,0.09708941,0.08259229,0.33972102
291,0.08503047,0.081737176,0.31055373
292,0.08426073,0.079172194,0.31604904
293,0.08645797,0.081737176,0.2999859
294,0.046691656,0.05779754,0.30224037
295,0.049945742,0.071477234,0.31111735
296,0.053658307,0.062927514,0.3311258
297,0.039189458,0.05779754,0.3555023
298,0.038696557,0.05523256,0.3514161
299,0.04946965,0.062927514,0.3059039
300,0.03913051,0.067202374,0.30449486
301,0.022609055,0.06463739,0.3576159
302,0.034484595,0.077462316,0.32393968
303,0.041445255,0.07233234,0.35493875
304,0.051305234,0.07831743,0.35310698
305,0.06406286,0.077462316,0.29674512
306,0.080819786,0.077462316,0.27575028
307,0.08043191,0.08002731,0.26109624
308,0.06710604,0.08088243,0.30646753
309,0.08394259,0.08088243,0.33211213
310,0.08132994,0.081737176,0.33352125
311,0.090988904,0.08002731,0.31590813
312,0.080292016,0.0766072,0.2933634
313,0.07411271,0.077462316,0.29040438
314,0.07488331,0.0766072,0.26645058
315,0.07971859,0.07831743,0.27110046
316,0.0633513,0.07831743,0.26391435
317,0.060993463,0.08002731,0.24728759
318,0.059775174,0.08430217,0.27420038
319,0.07795486,0.09028725,0.23361982
320,0.078971684,0.09883696,0.23488797
321,0.0859147,0.09456211,0.21389319
322,0.07615757,0.09627198,0.20529799
323,0.07178116,0.09883696,0.20050727
324,0.07167527,0.097127095,0.2014936
325,0.075329274,0.09883696,0.18824856
326,0.076500654,0.093706995,0.19585742
327,0.08703309,0.09798221,0.1988164
328,0.083818614,0.09627198,0.22558828
329,0.080105186,0.09199712,0.21544315
330,0.09167811,0.09199712,0.19656192
331,0.09399545,0.09883696,0.19994365
332,0.09702569,0.100547194,0.18500777
333,0.109389424,0.10396694,0.19473015
334,0.12184572,0.09883696,0.19163026
335,0.12391123,0.10225707,0.22164296
336,0.12704909,0.10567717,0.21713398
337,0.121260256,0.10311219,0.21107511
338,0.11902729,0.104822055,0.22572918
339,0.12244454,0.10995203,0.20769338
340,0.12541753,0.11593713,0.20247991
341,0.12279928,0.11764699,0.17880793
342,0.11438963,0.12790695,0.19416656
343,0.11544648,0.11593713,0.17768072
344,0.12356168,0.12534197,0.17937158
345,0.118219286,0.12619707,0.17472173
346,0.12993425,0.13047193,0.16485839
347,0.1407465,0.12790695,0.16218118
348,0.143648,0.12363209,0.1959983
349,0.14736488,0.13645665,0.1806397
350,0.1453304,0.14329685,0.16133578
351,0.14137545,0.13816689,0.14879526
352,0.14800546,0.14158663,0.16979004
353,0.13433647,0.13389203,0.16824009
354,0.13160586,0.13645665,0.17246722
355,0.13159165,0.1356019,0.17570804
356,0.13250214,0.13474679,0.17908977
357,0.13587293,0.13047193,0.19289841
358,0.13741878,0.1356019,0.1804988
359,0.118346244,0.13132703,0.19106667
360,0.12057105,0.13218181,0.17415808
361,0.12701637,0.12705182,0.16894461
362,0.1301198,0.12961683,0.15865858
363,0.12863976,0.13474679,0.15668593
364,0.12664399,0.13047193,0.20374806
365,0.14176723,0.13645665,0.15781315
366,0.14996764,0.13303691,0.1582359
367,0.14226487,0.13474679,0.21107511
368,0.13051283,0.12876205,0.21924756
369,0.12256381,0.12534197,0.22826545
370,0.11870614,0.12277697,0.21445681
371,0.12055597,0.12277697,0.18838947
372,0.11212522,0.116791874,0.16753559
373,0.10999426,0.116791874,0.1652811
374,0.11213598,0.12106709,0.15443145
375,0.11037612,0.12790695,0.16739468
376,0.11155093,0.12619707,0.17584895
377,0.10283089,0.12277697,0.2048753
378,0.10130048,0.124486834,0.17993517
379,0.10041022,0.12705182,0.1959983
380,0.10176626,0.12619707,0.18275328
381,0.10152951,0.12876205,0.16838099
382,0.1121532,0.12619707,0.16612653
383,0.1010775,0.124486834,0.16344933
384,0.09824872,0.12106709,0.14189093
385,0.099543214,0.12277697,0.14949979
386,0.0947161,0.119356856,0.14668168
387,0.09399286,0.12534197,0.14160915
388,0.08612734,0.12705182,0.14301817
389,0.09083307,0.12961683,0.13216852
390,0.10433978,0.13047193,0.1402001
391,0.10989913,0.12876205,0.12019162
392,0.111661136,0.13303691,0.12737776
393,0.104673386,0.12961683,0.11652811
394,0.10073736,0.13132703,0.12075524
395,0.10245249,0.1356019,0.1163872
396,0.09711611,0.13474679,0.11103283
397,0.0898442,0.13389203,0.12103705
398,0.09204444,0.12876205,0.11610539
399,0.0964174,0.13303691,0.110046506
400,0.08926433,0.12961683,0.105819345
401,0.08680019,0.12961683,0.124559656
402,0.098802775,0.13132703,0.13061856
403,0.11093059,0.13303691,0.14527266
404,0.11166933,0.13132703,0.13935466
405,0.119636446,0.13303691,0.13019584
406,0.12158057,0.13132703,0.13695927
407,0.1252673,0.13047193,0.1349866
408,0.12332964,0.13218181,0.116950825
409,0.12090337,0.12534197,0.14668168
410,0.12461424,0.12106709,0.1342821
411,0.12059128,0.12277697,0.13991825
412,0.12146902,0.12192185,0.11582358
413,0.12113285,0.120211974,0.120332524
414,0.11311576,0.12192185,0.13245033
415,0.1042102,0.116791874,0.118500754
416,0.10564545,0.120211974,0.13921376
417,0.104507625,0.12705182,0.1463999
418,0.10236722,0.12534197,0.1533042
419,0.11101842,0.124486834,0.1558405
420,0.11295736,0.11850211,0.17260812
421,0.10628989,0.11764699,0.14329998
422,0.10439226,0.11593713,0.14344089
423,0.10428077,0.111661896,0.14513175
424,0.09964478,0.10653193,0.16979004
425,0.10007575,0.10653193,0.14794983
426,0.09617761,0.112517014,0.16443567
427,0.10055876,0.11422689,0.17641257
428,0.09907657,0.11850211,0.15259968
429,0.09982994,0.116791874,0.13329576
430,0.10243657,0.11764699,0.13104127
431,0.115439564,0.119356856,0.12131886
432,0.12088832,0.120211974,0.110046506
433,0.12239632,0.12961683,0.1317458
434,0.11754209,0.12961683,0.14315908
435,0.1263999,0.12705182,0.13653655
436,0.12861222,0.12876205,0.11751442
437,0.12915981,0.12277697,0.12695505
438,0.12811759,0.12106709,0.14682259
439,0.12710205,0.12106709,0.14794983
440,0.13296062,0.120211974,0.15104975
441,0.14512333,0.12106709,0.18993942
442,0.14585987,0.119356856,0.19726644
443,0.14323303,0.119356856,0.17923068
444,0.14580652,0.120211974,0.20107086
445,0.14461532,0.11850211,0.19191207
446,0.14170733,0.120211974,0.19487105
447,0.13934568,0.12192185,0.20515712
448,0.14311376,0.12277697,0.20092995
449,0.1412575,0.12277697,0.21318866
450,0.14763096,0.12277697,0.22643368
451,0.14739028,0.12192185,0.20783429
452,0.15349641,0.11850211,0.2021981
453,0.14396873,0.11850211,0.24785121
454,0.14577296,0.119356856,0.24432857
455,0.13843521,0.11850211,0.24080597
456,0.1385226,0.119356856,0.2529238
457,0.13585138,0.12534197,0.26109624
458,0.13657674,0.120211974,0.23108356
459,0.13007978,0.119356856,0.21854304
460,0.12792516,0.11764699,0.24263774
461,0.12453848,0.120211974,0.26870507
462,0.12702927,0.119356856,0.27518672
463,0.1249952,0.11764699,0.24263774
464,0.12886232,0.11593713,0.25870085
465,0.12793201,0.115081996,0.28645903
466,0.12379673,0.115081996,0.34113002
467,0.1239745,0.11422689,0.33760738
468,0.12079659,0.115081996,0.3247851
469,0.11791015,0.115081996,0.35423416
470,0.116677254,0.112517014,0.37706077
471,0.10962531,0.10567717,0.36015218
472,0.104319096,0.08857703,0.3555023
473,0.10517061,0.09883696,0.3984782
474,0.09746781,0.097127095,0.4506129
475,0.100967705,0.09627198,0.4935888
476,0.09397006,0.09541722,0.4222911
477,0.09678891,0.09627198,0.41397774
478,0.09470707,0.09541722,0.36099762
479,0.08381301,0.09114201,0.30209947
480,0.090794295,0.09541722,0.31041282
481,0.09425804,0.097127095,0.31196278
482,0.08966082,0.09627198,0.4424405
483,0.09342465,0.101401955,0.49584335
484,0.101448566,0.109096915,0.4528674
485,0.10319552,0.108242154,0.4063689
486,0.10307884,0.10396694,0.3725518
487,0.102393925,0.09627198,0.38269693
488,0.09254727,0.09541722,0.36536562
489,0.096399754,0.09627198,0.31661266
490,0.09353095,0.09627198,0.27532762
491,0.08663577,0.093706995,0.2665915
492,0.0829176,0.09114201,0.26377344
493,0.08797285,0.092852235,0.27758205
494,0.08250174,0.09199712,0.25841904
495,0.07323712,0.08772227,0.25165564
496,0.08200365,0.09199712,0.27377766
497,0.06728512,0.09114201,0.2818092
498,0.0635308,0.08686715,0.28490913
499,0.058723927,0.079172194,0.33013946
500,0.06745732,0.077462316,0.33507115
501,0.07517433,0.079172194,0.32055795
502,0.08000058,0.08002731,0.42384106
503,0.07624063,0.0766072,0.38819218
504,0.06813446,0.07233234,0.40820068
505,0.06256434,0.059507404,0.3725518
506,0.05560589,0.0620724,0.37424266
507,0.06753266,0.06634726,0.35493875
508,0.066865385,0.069767356,0.3511343
509,0.06909618,0.074042216,0.3890376
510,0.06676552,0.071477234,0.36536562
511,0.07279843,0.06891225,0.37832892
512,0.06682706,0.06805749,0.39622372
513,0.077949286,0.069767356,0.38931942
514,0.07990071,0.07233234,0.43342263
515,0.079122365,0.073187456,0.4098915
516,0.08605543,0.073187456,0.41975486
517,0.08580792,0.074897334,0.43159086
518,0.0867438,0.079172194,0.38664228
519,0.078234255,0.08259229,0.38156968
520,0.07647741,0.08088243,0.4198957
521,0.07409808,0.07831743,0.34141183
522,0.07112342,0.079172194,0.37959707
523,0.070379496,0.079172194,0.38636047
524,0.06405601,0.077462316,0.41665494
525,0.059479833,0.079172194,0.46146262
526,0.060756266,0.079172194,0.43863606
527,0.056696743,0.07831743,0.4542765
528,0.05647418,0.08088243,0.38974214
529,0.056595117,0.079172194,0.36367482
530,0.06357339,0.077462316,0.36846554
531,0.06342617,0.07831743,0.34000283
532,0.064028025,0.079172194,0.36790192
533,0.053465426,0.0766072,0.34113002
534,0.04718715,0.07575245,0.33309847
535,0.055888265,0.07831743,0.3271805
536,0.04585004,0.074042216,0.34098917
537,0.043857723,0.074897334,0.32844865
538,0.039571285,0.074897334,0.34014368
539,0.038996607,0.073187456,0.28335917
540,0.03395164,0.07233234,0.29843593
541,0.030818969,0.07233234,0.3153445
542,0.037095547,0.073187456,0.3006904
543,0.038117975,0.074897334,0.29942226
544,0.028550267,0.074042216,0.27349585
545,0.030149102,0.074042216,0.3006904
546,0.024766684,0.074897334,0.2936452
547,0.027653128,0.074042216,0.3033676
548,0.022488534,0.073187456,0.2750458
549,0.024469197,0.074042216,0.30167675
550,0.024466604,0.074042216,0.29153162
551,0.019358426,0.073187456,0.30083132
552,0.023966402,0.06634726,0.26461887
553,0.039923012,0.074042216,0.2503875
554,0.04520729,0.07575245,0.24686487
555,0.05024451,0.08002731,0.2174158
556,0.051833898,0.09028725,0.1961392
557,0.049995273,0.08515729,0.18698041
558,0.04907316,0.08515729,0.19980271
559,0.060081273,0.08772227,0.22657458
560,0.059342533,0.092852235,0.24461038
561,0.05654648,0.09114201,0.24813302
562,0.062194556,0.100547194,0.24756937
563,0.05276373,0.09541722,0.2598281
564,0.04956907,0.09541722,0.26814145
565,0.04443717,0.09627198,0.28476822
566,0.042991996,0.09541722,0.26757783
567,0.056472868,0.101401955,0.29434973
568,0.053654462,0.10225707,0.26588702
569,0.05876097,0.097127095,0.25179654
570,0.0617916,0.09541722,0.24517404
571,0.058618873,0.09883696,0.2577145
572,0.05044812,0.09627198,0.23037903
573,0.051867038,0.09883696,0.23629703
574,0.051986724,0.09627198,0.25926447
575,0.057334274,0.09627198,0.28631812
576,0.062707275,0.09798221,0.23700152
577,0.06505087,0.097127095,0.22981541
578,0.06698552,0.09798221,0.23390163
579,0.06724897,0.097127095,0.24630125
580,0.06864333,0.100547194,0.27701843
581,0.07130292,0.09969208,0.27800483
582,0.07282898,0.09969208,0.26391435
583,0.06829804,0.09883696,0.21840213
584,0.066105574,0.097127095,0.20839791
585,0.07485533,0.09883696,0.2116387
586,0.07149878,0.09627198,0.21473859
587,0.07826352,0.09883696,0.20233901
588,0.06830713,0.09883696,0.20332535
589,0.06891626,0.09883696,0.2114978
590,0.06736088,0.09883696,0.20684795
591,0.06282911,0.09798221,0.220093
592,0.062377512,0.097127095,0.21304776
593,0.059216857,0.09627198,0.2227702
594,0.060474306,0.09883696,0.24940117
595,0.056800038,0.097127095,0.2694096
596,0.05370179,0.09798221,0.24855573
597,0.05625376,0.09541722,0.30463576
598,0.049060673,0.09798221,0.34944338
599,0.049457163,0.09969208,0.31055373
600,0.052506328,0.100547194,0.30111313
601,0.05001977,0.10311219,0.30195856
602,0.049619436,0.10653193,0.29984498
603,0.044609785,0.104822055,0.32619417
604,0.037165284,0.10225707,0.33056217
605,0.039272964,0.10567717,0.33986187
606,0.041177034,0.101401955,0.33521205
607,0.05057597,0.10225707,0.3443709
608,0.054110765,0.101401955,0.33549386
609,0.053527027,0.109096915,0.32027614
610,0.055068612,0.11080715,0.2989996
611,0.054517567,0.115081996,0.30181766
612,0.056501716,0.112517014,0.29970407
613,0.0613482,0.11422689,0.2868818
614,0.059722215,0.12106709,0.31125826
615,0.06304479,0.12106709,0.3078766
616,0.05743718,0.115081996,0.31069463
617,0.051899314,0.11593713,0.2908271
618,0.04920572,0.11422689,0.27814567
619,0.049913883,0.12106709,0.28941804
620,0.04956174,0.119356856,0.30914468
621,0.0506126,0.120211974,0.2887135
622,0.045270145,0.120211974,0.3026631
623,0.038299203,0.112517014,0.29857683
624,0.039458513,0.11422689,0.3299986
625,0.03580752,0.119356856,0.3342257
626,0.036589295,0.12106709,0.33281666
627,0.036320657,0.12106709,0.3080175
628,0.033210784,0.11593713,0.28941804
629,0.030872375,0.11850211,0.30505848
630,0.031939983,0.120211974,0.28955895
631,0.03543511,0.11764699,0.26461887
632,0.03383243,0.116791874,0.28885442
633,0.03899792,0.11593713,0.26574606
634,0.032907695,0.111661896,0.25841904
635,0.034127295,0.109096915,0.2546146
636,0.04195881,0.10995203,0.25165564
637,0.04253438,0.11337213,0.27138227
638,0.04385084,0.112517014,0.2602508
639,0.042251587,0.11080715,0.25546008
640,0.036241025,0.109096915,0.25813723
641,0.035750687,0.11337213,0.27110046
642,0.03183365,0.112517014,0.26151896
643,0.030447453,0.112517014,0.24291952
644,0.031220615,0.11593713,0.24263774
645,0.030722111,0.11422689,0.22136115
646,0.03701201,0.115081996,0.20501621
647,0.03327191,0.11593713,0.19050302
648,0.0301418,0.112517014,0.17852612
649,0.023817003,0.09969208,0.17796253
650,0.021442384,0.10311219,0.16359024
651,0.019495308,0.10311219,0.16993095
652,0.019411772,0.09969208,0.1523179
653,0.020060122,0.09969208,0.15372692
654,0.016291589,0.100547194,0.1471044
655,0.023554832,0.09883696,0.15372692
656,0.017010927,0.09969208,0.15429054
657,0.027228653,0.10738705,0.1531633
658,0.032268852,0.108242154,0.15950401
659,0.03381732,0.10396694,0.16485839
660,0.03315571,0.10567717,0.15133153
661,0.030110389,0.109096915,0.15837677
662,0.02811721,0.10311219,0.15372692
663,0.02746886,0.10225707,0.15654503
664,0.019945174,0.104822055,0.15992673
665,0.019559443,0.10567717,0.13808651
666,0.009705037,0.10567717,0.13569115
667,0.008088082,0.100547194,0.1411864
668,0.012793392,0.10396694,0.14245455
669,0.010295242,0.10225707,0.1317458
670,0.017798305,0.10311219,0.11990981
671,0.023814857,0.10225707,0.1496407
672,0.017118543,0.10311219,0.16063125
673,0.009808332,0.100547194,0.15950401
674,0.0093292,0.10225707,0.13935466
675,0.010187209,0.10311219,0.13075946
676,0.0053613484,0.10225707,0.14231364
677,0.009603858,0.10225707,0.14287727
678,0.011456698,0.101401955,0.14851345
679,0.0073239505,0.10311219,0.1349866
680,0.0070127547,0.101401955,0.15119065
681,0.004760802,0.101401955,0.15414964
682,0.0014249682,0.097127095,0.16006763
683,0.0,0.09883696,0.17274903
684,0.0011205971,0.093706995,0.15147243
685,0.014430523,0.097127095,0.14541353
686,0.013268203,0.09969208,0.14823164
687,0.01718396,0.09798221,0.14555444
688,0.021846652,0.09798221,0.14259546
689,0.020672679,0.09798221,0.13907285
690,0.021181941,0.09798221,0.13963644
691,0.029064715,0.09541722,0.15062703
692,0.032138854,0.09028725,0.1530224
693,0.030566275,0.09028725,0.15386783
694,0.029905468,0.09028725,0.13400029
695,0.030868918,0.09199712,0.13061856
696,0.02945301,0.08772227,0.13569115
697,0.029202908,0.089432135,0.13484569
698,0.027611375,0.09456211,0.12878682
