,0
1663,0.28903648
1664,0.29235852
1665,0.2953486
1666,0.29235852
1667,0.2840531
1668,0.28571412
1669,0.29501635
1670,0.29401988
1671,0.2956809
1672,0.29102978
1673,0.28903648
1674,0.28571412
1675,0.28073072
1676,0.27475086
1677,0.2691029
1678,0.27441856
1679,0.28571412
1680,0.2774083
1681,0.28737512
1682,0.28903648
1683,0.27574733
1684,0.2840531
1685,0.31494993
1686,0.33421865
1687,0.3634552
1688,0.38538173
1689,0.3588034
1690,0.37408796
1691,0.38538173
1692,0.36877158
1693,0.36877158
1694,0.3701007
1695,0.3661134
1696,0.34950322
1697,0.35082883
1698,0.3588034
1699,0.37940085
1700,0.38538173
1701,0.38870448
1702,0.42524755
1703,0.43654484
1704,0.4584714
1705,0.4617941
1706,0.45049682
1707,0.45381954
1708,0.43521577
1709,0.4186056
1710,0.4186056
1711,0.44252577
1712,0.45514867
1713,0.45182592
1714,0.4385385
1715,0.5182736
1716,0.4830561
1717,0.4810625
1718,0.48172703
1719,0.587376
1720,0.5249156
1721,0.5627912
1722,0.63455176
1723,0.63122904
1724,0.66113013
1725,0.6046507
1726,0.58205956
1727,0.6146189
1728,0.6212608
1729,0.5847178
1730,0.59800524
1731,0.59136325
1732,0.6046507
1733,0.59800524
1734,0.6079734
1735,0.59136325
1736,0.59136325
1737,0.5767432
1738,0.5920278
1739,0.5647849
1740,0.5720914
1741,0.57010126
1742,0.55149394
1743,0.53488374
1744,0.4418612
1745,0.4717588
1746,0.53421926
1747,0.5076409
1748,0.5714268
1749,0.55747485
1750,0.5847178
1751,0.63455176
1752,0.5714268
1753,0.63455176
1754,0.63455176
1755,0.6132898
1756,0.6079734
1757,0.6046507
1758,0.56013304
1759,0.59800524
1760,0.5694332
1761,0.5933569
1762,0.59136325
1763,0.5707623
1764,0.5847178
1765,0.6179416
1766,0.6179416
1767,0.6411972
1768,0.6411972
1769,0.7009959
1770,0.71428686
1771,0.6677721
1772,0.7009959
1773,0.74418443
1774,0.75747544
1775,0.7940185
1776,0.7740856
1777,0.7375425
1778,0.75082994
1779,0.74418443
1780,0.8338878
1781,0.78405374
1782,0.7641209
1783,0.7973412
1784,0.7990026
1785,0.7674401
1786,0.81063217
1787,0.8172741
1788,0.7823924
1789,0.8006639
1790,0.82225823
1791,0.79069924
1792,0.80398667
1793,0.85049796
1794,0.8338878
1795,0.8172741
1796,0.7691015
1797,0.7740856
1798,0.72757435
1799,0.7674401
1800,0.7342198
1801,0.71594477
1802,0.7009959
1803,0.6677721
1804,0.7009959
1805,0.7475072
1806,0.730897
1807,0.7076414
1808,0.6843858
1809,0.6943505
1810,0.65116197
1811,0.6212608
1812,0.62458354
1813,0.6544847
1814,0.6411972
1815,0.7076414
1816,0.70598
1817,0.6677721
1818,0.7342198
1819,0.7408618
1820,0.8272423
1821,0.7475072
1822,0.7674401
1823,0.7408618
1824,0.72425157
1825,0.72425157
1826,0.69601184
1827,0.64451647
1828,0.6910277
1829,0.6677721
1830,0.6827244
1831,0.67441756
1832,0.68106306
1833,0.67441756
1834,0.65116197
1835,0.6544847
1836,0.67441756
1837,0.65780747
1838,0.6179416
1839,0.6046507
1840,0.60132796
1841,0.55481666
1842,0.59800524
1843,0.59069866
1844,0.62458354
1845,0.6827244
1846,0.63455176
1847,0.63455176
1848,0.59800524
1849,0.66279155
1850,0.56611395
1851,0.5594685
1852,0.56810766
1853,0.54617757
1854,0.5847178
1855,0.5647849
1856,0.56810766
1857,0.5076409
1858,0.48504975
1859,0.5149509
1860,0.52026373
1861,0.5282383
1862,0.52757376
1863,0.52674484
1864,0.50830543
1865,0.55149394
1866,0.56810766
1867,0.5767432
1868,0.56810766
1869,0.58870506
1870,0.63455176
1871,0.6006634
1872,0.623919
1873,0.68936986
1874,0.60132796
1875,0.64451647
1876,0.61860263
1877,0.65116197
1878,0.62724173
1879,0.5993343
1880,0.5880405
1881,0.59800524
1882,0.57010126
1883,0.5807305
1884,0.5880405
1885,0.55149394
1886,0.5807305
1887,0.53222555
1888,0.5016599
1889,0.48431876
1890,0.53421926
1891,0.53222555
1892,0.5847178
1893,0.56146216
1894,0.5813951
1895,0.56146216
1896,0.5714268
1897,0.56677854
1898,0.5747496
1899,0.5847178
1900,0.58554673
1901,0.6212608
1902,0.58205956
1903,0.6093025
1904,0.59800524
1905,0.56810766
1906,0.56810766
1907,0.59136325
1908,0.5780723
1909,0.5853823
1910,0.60132796
1911,0.6033216
1912,0.63455176
1913,0.65116197
1914,0.6661143
1915,0.6926891
1916,0.68604714
1917,0.6677721
1918,0.6727562
1919,0.7342198
1920,0.72757435
1921,0.6677721
1922,0.67441756
1923,0.63455176
1924,0.6996004
1925,0.74418443
1926,0.7740856
1927,0.76578224
1928,0.7807311
1929,0.6777403
1930,0.7325584
1931,0.7342198
1932,0.7009959
1933,0.72425157
1934,0.7225902
1935,0.7176096
1936,0.73588115
1937,0.72425157
1938,0.7176096
1939,0.72757435
1940,0.74418443
1941,0.755814
1942,0.7408618
1943,0.7176096
1944,0.68700904
1945,0.60132796
1946,0.6132898
1947,0.6093025
1948,0.6325581
1949,0.63388723
1950,0.6478392
1951,0.63455176
1952,0.6079734
1953,0.6279063
1954,0.6059798
1955,0.6179416
1956,0.60132796
1957,0.5747496
1958,0.5182736
1959,0.49501798
1960,0.53488374
1961,0.5355483
1962,0.54152924
1963,0.5468421
1964,0.53887105
1965,0.53953564
1966,0.55415213
1967,0.54152924
1968,0.55548126
1969,0.54219383
1970,0.53488374
1971,0.5495003
1972,0.54817116
1973,0.55481666
1974,0.55681026
1975,0.5674431
1976,0.54152924
1977,0.54219383
1978,0.5647849
1979,0.5594685
1980,0.55415213
1981,0.5581394
1982,0.54617757
1983,0.54551655
1984,0.5581394
1985,0.53488374
1986,0.52159286
1987,0.48504975
1988,0.48837247
1989,0.49501798
1990,0.4923598
1991,0.46711048
1992,0.46511686
1993,0.45182592
1994,0.44385487
1995,0.45381954
1996,0.4471741
1997,0.4617941
1998,0.48172703
1999,0.52425104
2000,0.53222555
2001,0.53421926
2002,0.5335547
2003,0.5285391
2004,0.5182736
2005,0.52757376
2006,0.5182736
2007,0.50830543
2008,0.48770794
2009,0.46976867
2010,0.43720937
2011,0.40498236
2012,0.42524755
2013,0.4631232
2014,0.45182592
2015,0.44378838
2016,0.42192483
2017,0.43189302
2018,0.4298994
2019,0.44518396
2020,0.45182592
2021,0.4584714
2022,0.45514867
2023,0.42192483
2024,0.42192483
2025,0.37142977
2026,0.34418687
2027,0.4186056
2028,0.42192483
2029,0.38272357
2030,0.38205904
2031,0.39800814
2032,0.40996647
2033,0.3860463
2034,0.39867267
2035,0.38870448
2036,0.34219322
2037,0.27574733
2038,0.2977739
2039,0.3056477
2040,0.34152868
2041,0.4172765
2042,0.39335632
2043,0.36146155
2044,0.3720943
2045,0.33488318
2046,0.3674425
2047,0.36877158
2048,0.3787363
2049,0.33089593
2050,0.3401996
2051,0.3262441
2052,0.3315605
2053,0.3196011
2054,0.31053144
2055,0.2687706
2056,0.2790697
2057,0.27574733
2058,0.25083032
2059,0.26411948
2060,0.2657805
2061,0.2634549
2062,0.25913608
2063,0.2691029
2064,0.26511595
2065,0.2458469
2066,0.2691029
2067,0.28571412
2068,0.31494993
2069,0.33355412
2070,0.3289023
2071,0.3262441
2072,0.32226032
2073,0.32857
2074,0.3435223
2075,0.3548161
2076,0.36877158
2077,0.37541354
2078,0.33488318
2079,0.34551594
2080,0.3674425
2081,0.37408796
2082,0.36877158
2083,0.3661134
2084,0.3701007
2085,0.35813886
2086,0.32226032
2087,0.29401988
2088,0.3056477
2089,0.29136205
2090,0.30232534
2091,0.31162757
2092,0.30897006
2093,0.29302308
2094,0.29900327
2095,0.2946841
2096,0.28571412
2097,0.2790697
2098,0.28571412
2099,0.29401988
2100,0.30232534
2101,0.28903648
2102,0.29401988
2103,0.29401988
2104,0.2956809
2105,0.32226032
2106,0.3056477
2107,0.29302308
2108,0.29235852
2109,0.30232534
2110,0.30232534
2111,0.31229213
2112,0.30897006
2113,0.3156145
2114,0.31229213
2115,0.32558304
2116,0.31229213
2117,0.31827235
2118,0.30830553
2119,0.29999974
2120,0.29073074
2121,0.26843837
2122,0.2691029
2123,0.2790697
2124,0.26445177
2125,0.28139526
2126,0.27541503
2127,0.27641183
2128,0.2740863
2129,0.27840516
2130,0.28571412
2131,0.3056477
2132,0.30232534
2133,0.3574743
2134,0.36877158
2135,0.3760781
2136,0.38205904
2137,0.4186056
2138,0.39667904
2139,0.39216012
2140,0.4006628
2141,0.39136267
2142,0.38538173
2143,0.410631
2144,0.41528285
2145,0.41528285
2146,0.40465012
2147,0.39202723
2148,0.4073083
2149,0.42790574
2150,0.43787393
2151,0.43521577
2152,0.43521577
2153,0.410631
2154,0.4385385
2155,0.42591208
2156,0.42192483
2157,0.4199347
2158,0.38538173
2159,0.39136267
2160,0.37275887
2161,0.4019919
2162,0.4019919
2163,0.4019919
2164,0.4019919
2165,0.4019919
2166,0.4019919
2167,0.4019919
2168,0.4019919
2169,0.4019919
2170,0.4019919
2171,0.4019919
2172,0.4019919
2173,0.4019919
2174,0.4019919
2175,0.4019919
2176,0.4019919
2177,0.4019919
2178,0.4418612
2179,0.4385385
2180,0.45182592
2181,0.45182592
2182,0.5209283
2183,0.49501798
2184,0.49501798
2185,0.49435338
2186,0.49833718
2187,0.4916952
2188,0.5076409
2189,0.51428634
2190,0.51760906
2191,0.50033087
2192,0.5076409
2193,0.53488374
2194,0.49767265
2195,0.5169445
2196,0.5249156
2197,0.53488374
2198,0.5249156
2199,0.5249156
2200,0.52159286
2201,0.5149509
2202,0.5249156
2203,0.53488374
2204,0.5375419
2205,0.5926924
2206,0.6073088
2207,0.5794014
2208,0.56146216
2209,0.56810766
2210,0.5880405
2211,0.5880405
2212,0.59534705
2213,0.6179416
2214,0.594686
2215,0.6073088
2216,0.63953584
2217,0.63455176
2218,0.6661143
2219,0.66445285
2220,0.66113013
2221,0.6677721
2222,0.68936986
2223,0.66279155
2224,0.7076414
2225,0.7375425
2226,0.75082994
2227,0.7325584
2228,0.6943505
2229,0.6993346
2230,0.65780747
2231,0.65614605
2232,0.65116197
2233,0.66113013
2234,0.6661143
2235,0.66445285
2236,0.63455176
2237,0.62192535
2238,0.68106306
2239,0.7009959
2240,0.7375425
2241,0.755814
2242,0.730897
2243,0.7176096
2244,0.6943505
2245,0.6710949
2246,0.66113013
2247,0.6677721
2248,0.6661143
2249,0.7076414
2250,0.7109641
2251,0.7176096
2252,0.72092885
2253,0.72425157
2254,0.7176096
2255,0.7109641
2256,0.71428686
2257,0.7375425
2258,0.7126255
2259,0.7176096
2260,0.6993346
2261,0.64950055
2262,0.68936986
2263,0.68936986
2264,0.7093028
2265,0.6993346
2266,0.6727562
2267,0.6544847
2268,0.6478392
2269,0.65780747
2270,0.6943505
2271,0.72425157
2272,0.7342198
2273,0.78571516
2274,0.77574694
2275,0.81229347
2276,0.82225823
2277,0.8239196
2278,0.78737646
2279,0.77574694
2280,0.80398667
2281,0.7973412
2282,0.8006639
2283,0.85049796
2284,0.9169421
2285,0.8936865
2286,0.900332
2287,0.9335558
2288,0.88372177
2289,0.89867055
2290,0.88039905
2291,0.87541497
2292,0.8936865
2293,0.8903637
2294,0.8920251
2295,0.8970092
2296,0.88372177
2297,0.900332
2298,0.87375355
2299,0.88372177
2300,0.900332
2301,0.900332
2302,0.88039905
2303,0.87375355
2304,0.88372177
2305,0.900332
2306,0.9269103
2307,0.9435204
2308,0.9418591
2309,0.97508293
2310,0.9335558
2311,0.93853635
2312,0.900332
2313,0.9069774
2314,0.89867055
2315,0.88372177
2316,0.86876947
2317,0.8604661
2318,0.85049796
2319,0.8571434
2320,0.87375355
2321,0.8272423
2322,0.7990026
2323,0.755814
2324,0.77242416
2325,0.77076286
2326,0.78571516
2327,0.78737646
2328,0.7923571
2329,0.8089708
2330,0.81229347
2331,0.87375355
2332,0.8671081
2333,0.84883654
2334,0.8538206
2335,0.84385246
2336,0.8521593
2337,0.84385246
2338,0.8239196
2339,0.8239196
2340,0.8139549
2341,0.805648
2342,0.8006639
2343,0.76079816
2344,0.75747544
2345,0.75415266
2346,0.74584585
2347,0.72923565
2348,0.7259129
2349,0.78571516
2350,0.7890379
2351,0.7923571
2352,0.80398667
2353,0.7408618
2354,0.7225902
2355,0.730897
2356,0.74418443
2357,0.7674401
2358,0.78737646
2359,0.77906966
2360,0.7923571
2361,0.7641209
2362,0.7990026
2363,0.7823924
2364,0.7807311
2365,0.8073094
2366,0.7774083
2367,0.77906966
2368,0.77242416
2369,0.7823924
2370,0.7774083
2371,0.7823924
2372,0.8604661
2373,0.8671081
2374,0.8936865
2375,0.89867055
2376,0.9069774
2377,0.900332
2378,0.8671081
2379,0.9036547
2380,0.91030014
2381,0.9584727
2382,0.9468432
2383,0.9617955
2384,0.9169421
2385,0.88870585
2386,0.9169421
2387,0.9235876
2388,0.92026484
2389,0.9036547
2390,0.85049796
2391,0.8604661
2392,0.9335558
2393,0.9269103
2394,0.9269103
2395,0.94019777
2396,0.92026484
2397,0.9169421
2398,0.9169421
2399,0.86876947
2400,0.8704308
2401,0.88372177
2402,0.85880476
2403,0.87707627
2404,0.86876947
2405,0.87707627
2406,0.8338878
2407,0.8272423
2408,0.8671081
2409,0.8139549
2410,0.8289037
2411,0.80398667
2412,0.81063217
2413,0.7674401
2414,0.7892687
2415,0.79069924
2416,0.8030913
2417,0.7958128
2418,0.8205968
2419,0.8139549
2420,0.80398667
2421,0.7940185
2422,0.75747544
2423,0.78398734
2424,0.77574694
2425,0.73920393
2426,0.75747544
2427,0.8272423
2428,0.8139549
2429,0.8073094
2430,0.8139549
2431,0.8073094
2432,0.8073094
2433,0.7807311
2434,0.7973412
2435,0.80398667
2436,0.81561273
2437,0.8255809
2438,0.8388684
2439,0.8338878
2440,0.84385246
2441,0.8372105
2442,0.8637854
2443,0.87541497
2444,0.8671081
2445,0.8455138
2446,0.8538206
2447,0.8455138
2448,0.81893545
2449,0.77242416
2450,0.8239196
2451,0.7923571
2452,0.77076286
2453,0.8172741
2454,0.8604661
2455,0.84385246
2456,0.8571434
2457,0.82225823
2458,0.84883654
2459,0.8289037
2460,0.80398667
2461,0.8073094
2462,0.8073094
2463,0.8255809
2464,0.8338878
2465,0.84883654
2466,0.8538206
2467,0.8455138
2468,0.8388684
2469,0.84219116
2470,0.8338878
2471,0.8521593
2472,0.85880476
2473,0.87707627
2474,0.8704308
2475,0.85880476
2476,0.8671081
2477,0.8671081
2478,0.8338878
2479,0.8272423
2480,0.8338878
2481,0.8355491
2482,0.8372105
2483,0.78405374
2484,0.7624595
2485,0.75747544
2486,0.75913674
2487,0.755814
2488,0.75747544
2489,0.74584585
2490,0.75913674
2491,0.75913674
2492,0.75747544
2493,0.7807311
2494,0.8239196
2495,0.8073094
2496,0.82225823
2497,0.8372105
2498,0.84052974
2499,0.84219116
2500,0.8338878
2501,0.84052974
2502,0.85548204
2503,0.8637854
2504,0.8671081
2505,0.8637854
2506,0.8538206
2507,0.8604661
2508,0.8604661
2509,0.8355491
2510,0.81229347
2511,0.81561273
2512,0.8338878
2513,0.8388684
2514,0.8604661
2515,0.8272423
2516,0.8604661
2517,0.86544675
2518,0.87375355
2519,0.8604661
2520,0.8671081
2521,0.887041
2522,0.900332
2523,0.9235876
2524,0.90531605
2525,0.9169421
2526,0.8970092
2527,0.9800671
2528,0.99999994
2529,0.9501659
2530,0.9584727
2531,0.9235876
2532,0.89534783
2533,0.89534783
2534,0.9169421
2535,0.9269103
2536,0.91362286
2537,0.930233
2538,0.9269103
2539,0.92026484
2540,0.9368785
2541,0.9235876
2542,0.9235876
2543,0.930233
2544,0.9285717
2545,0.9269103
2546,0.9019933
2547,0.9219262
2548,0.9235876
2549,0.9019933
2550,0.8903637
2551,0.87707627
2552,0.87375355
2553,0.8720922
2554,0.85049796
2555,0.84883654
2556,0.8338878
2557,0.8521593
2558,0.85049796
2559,0.8936865
2560,0.8903637
2561,0.887041
2562,0.8521593
2563,0.82225823
2564,0.81893545
2565,0.80398667
2566,0.8089708
2567,0.7973412
2568,0.7823924
2569,0.7774083
2570,0.77076286
2571,0.78405374
2572,0.77906966
2573,0.77076286
2574,0.75913674
2575,0.76079816
2576,0.7691015
2577,0.8006639
2578,0.81229347
2579,0.805648
2580,0.8006639
2581,0.7807311
2582,0.76578224
2583,0.75415266
2584,0.74418443
2585,0.7375425
2586,0.7475072
2587,0.75249135
2588,0.72923565
2589,0.7176096
2590,0.7009959
2591,0.68604714
2592,0.7192674
2593,0.7126255
2594,0.7076414
2595,0.7043187
2596,0.67441756
2597,0.6943505
2598,0.7076414
2599,0.72092885
2600,0.7375425
2601,0.7375425
2602,0.7009959
2603,0.7192674
2604,0.72757435
2605,0.7192674
2606,0.72923565
2607,0.730897
2608,0.73588115
2609,0.730897
2610,0.6993346
2611,0.6943505
2612,0.67441756
2613,0.66279155
2614,0.68106306
2615,0.65780747
2616,0.65780747
2617,0.6976732
2618,0.7009959
2619,0.6926891
2620,0.6976732
2621,0.6843858
2622,0.7009959
2623,0.68604714
2624,0.6794017
2625,0.6910277
2626,0.6843858
2627,0.68936986
2628,0.6777403
2629,0.68604714
2630,0.7342198
2631,0.7408618
2632,0.73920393
2633,0.7126255
2634,0.7043187
2635,0.7225902
2636,0.72757435
2637,0.7225902
2638,0.72757435
2639,0.7475072
2640,0.7674401
2641,0.7475072
2642,0.730897
2643,0.7076414
2644,0.7009959
2645,0.71594477
2646,0.71428686
2647,0.7076414
2648,0.6943505
2649,0.68936986
2650,0.7043187
2651,0.6843858
2652,0.6794017
2653,0.68604714
2654,0.6710949
2655,0.6794017
2656,0.6910277
2657,0.65614605
2658,0.6777403
2659,0.6993346
2660,0.6993346
2661,0.68604714
2662,0.6727562
2663,0.66445285
2664,0.65780747
2665,0.65116197
2666,0.67441756
2667,0.66279155
2668,0.64950055
2669,0.63122904
2670,0.6305645
2671,0.63122904
2672,0.6179416
2673,0.5940179
2674,0.6046507
2675,0.60132796
2676,0.594686
2677,0.594686
2678,0.58870506
2679,0.60132796
2680,0.5714268
2681,0.56677854
2682,0.55481666
2683,0.5581394
2684,0.5780723
2685,0.594686
2686,0.5880405
2687,0.59800524
2688,0.5880405
2689,0.56146216
2690,0.5468421
2691,0.53421926
2692,0.5501649
2693,0.54152924
2694,0.54551655
2695,0.55149394
2696,0.56810766
2697,0.59800524
2698,0.6146189
2699,0.62458354
2700,0.63122904
2701,0.6112961
2702,0.5867114
2703,0.5780723
2704,0.5900342
2705,0.59800524
2706,0.587376
2707,0.5893696
2708,0.5847178
2709,0.5747496
2710,0.5847178
2711,0.59800524
2712,0.59800524
2713,0.5920278
2714,0.5853823
2715,0.56412035
2716,0.56810766
2717,0.5674431
2718,0.55481666
2719,0.56810766
2720,0.5295674
2721,0.5315611
2722,0.48704335
2723,0.49634352
2724,0.49501798
2725,0.5016599
2726,0.48704335
2727,0.5182736
2728,0.5255801
2729,0.5521585
2730,0.5282383
2731,0.51162815
2732,0.5109636
2733,0.55149394
2734,0.53887105
2735,0.5714268
2736,0.5780723
2737,0.5382065
2738,0.53488374
2739,0.5561458
2740,0.5468421
2741,0.53488374
2742,0.53488374
2743,0.53488374
2744,0.54152924
2745,0.5408647
2746,0.53222555
2747,0.5182736
2748,0.48704335
2749,0.48172703
2750,0.4897016
2751,0.49700812
2752,0.4830561
2753,0.47574607
2754,0.46777505
2755,0.41328922
2756,0.43322212
2757,0.43056393
2758,0.45980048
2759,0.42524755
2760,0.41794103
2761,0.44385487
2762,0.46843958
2763,0.4923598
2764,0.495679
2765,0.4923598
2766,0.49501798
2767,0.53488374
2768,0.53488374
2769,0.5441874
2770,0.53289014
2771,0.5315611
2772,0.53421926
2773,0.53621286
2774,0.53621286
2775,0.53222555
2776,0.5195992
2777,0.53488374
2778,0.53289014
2779,0.5235865
2780,0.5182736
2781,0.5169445
2782,0.56810766
2783,0.5747496
2784,0.56146216
2785,0.55747485
2786,0.5375419
2787,0.5282383
2788,0.5289028
2789,0.5182736
2790,0.5235865
2791,0.5109636
2792,0.48172703
2793,0.4717588
2794,0.4571423
2795,0.46112955
2796,0.4385385
2797,0.44119668
2798,0.45049682
2799,0.4617941
2800,0.4644523
2801,0.47840425
2802,0.49103066
2803,0.48837247
2804,0.49900177
2805,0.4897016
2806,0.5016599
2807,0.49435338
2808,0.4996663
2809,0.49103066
2810,0.495679
2811,0.49036613
2812,0.46245864
2813,0.46511686
2814,0.46112955
2815,0.4704332
2816,0.45780686
2817,0.46511686
2818,0.46112955
2819,0.4471741
2820,0.44916773
2821,0.4558132
2822,0.46511686
2823,0.4558132
2824,0.4445194
2825,0.42857027
2826,0.424583
2827,0.43720937
2828,0.43521577
2829,0.4312285
2830,0.40465012
2831,0.40531465
2832,0.39867267
2833,0.42126378
2834,0.424583
2835,0.4345512
2836,0.44053212
2837,0.44916773
2838,0.44916773
2839,0.45116135
2840,0.45514867
2841,0.45913595
