,0
1151,0.07142861
1152,0.07059793
1153,0.067275554
1154,0.06395352
1155,0.06312284
1156,0.06561454
1157,0.068106234
1158,0.06976725
1159,0.07225895
1160,0.06976725
1161,0.07142861
1162,0.07142861
1163,0.07142861
1164,0.07059793
1165,0.068106234
1166,0.06976725
1167,0.07059793
1168,0.068936914
1169,0.067275554
1170,0.06976725
1171,0.068936914
1172,0.068106234
1173,0.068106234
1174,0.068106234
1175,0.068106234
1176,0.06644522
1177,0.068106234
1178,0.06976725
1179,0.068936914
1180,0.06976725
1181,0.068936914
1182,0.07059793
1183,0.07308963
1184,0.07558133
1185,0.068106234
1186,0.068106234
1187,0.068106234
1188,0.06561454
1189,0.06561454
1190,0.06561454
1191,0.06478384
1192,0.06395352
1193,0.06395352
1194,0.06561454
1195,0.06478384
1196,0.06395352
1197,0.06395352
1198,0.06561454
1199,0.06312284
1200,0.06478384
1201,0.06478384
1202,0.06395352
1203,0.06312284
1204,0.06395352
1205,0.06395352
1206,0.06312284
1207,0.06478384
1208,0.06561454
1209,0.06561454
1210,0.06478384
1211,0.06976725
1212,0.06644522
1213,0.06312284
1214,0.06478384
1215,0.06312284
1216,0.06561454
1217,0.06395352
1218,0.06644522
1219,0.06478384
1220,0.06146181
1221,0.05980045
1222,0.05980045
1223,0.060631137
1224,0.05980045
1225,0.06146181
1226,0.05980045
1227,0.058970112
1228,0.054817047
1229,0.056478415
1230,0.057308752
1231,0.057308752
1232,0.055647735
1233,0.05232535
1234,0.051495012
1235,0.053986717
1236,0.058139432
1237,0.058970112
1238,0.05980045
1239,0.058970112
1240,0.056478415
1241,0.057308752
1242,0.058139432
1243,0.06312284
1244,0.06478384
1245,0.06395352
1246,0.062292147
1247,0.060631137
1248,0.060631137
1249,0.060631137
1250,0.060631137
1251,0.056478415
1252,0.058139432
1253,0.058970112
1254,0.058139432
1255,0.058139432
1256,0.057308752
1257,0.058139432
1258,0.058139432
1259,0.057308752
1260,0.058139432
1261,0.057308752
1262,0.057308752
1263,0.06146181
1264,0.060631137
1265,0.05980045
1266,0.05980045
1267,0.058139432
1268,0.06312284
1269,0.06644522
1270,0.062292147
1271,0.062292147
1272,0.062292147
1273,0.06478384
1274,0.06395352
1275,0.06478384
1276,0.06561454
1277,0.06312284
1278,0.06478384
1279,0.06561454
1280,0.06312284
1281,0.06478384
1282,0.06644522
1283,0.067275554
1284,0.068106234
1285,0.067275554
1286,0.068106234
1287,0.068106234
1288,0.068106234
1289,0.06561454
1290,0.06644522
1291,0.067275554
1292,0.06644522
1293,0.06478384
1294,0.06312284
1295,0.06478384
1296,0.06561454
1297,0.06478384
1298,0.06395352
1299,0.06146181
1300,0.060631137
1301,0.06312284
1302,0.06395352
1303,0.06644522
1304,0.06976725
1305,0.068936914
1306,0.068936914
1307,0.068936914
1308,0.06644522
1309,0.067275554
1310,0.06644522
1311,0.06561454
1312,0.067275554
1313,0.068106234
1314,0.07142861
1315,0.078073025
1316,0.07475065
1317,0.07558133
1318,0.07475065
1319,0.07475065
1320,0.07475065
1321,0.07558133
1322,0.077242345
1323,0.07475065
1324,0.07641202
1325,0.07392031
1326,0.07308963
1327,0.07475065
1328,0.07475065
1329,0.07475065
1330,0.07558133
1331,0.07475065
1332,0.07475065
1333,0.07641202
1334,0.08056472
1335,0.082225755
1336,0.078073025
1337,0.07890372
1338,0.07973406
1339,0.07890372
1340,0.078073025
1341,0.078073025
1342,0.07973406
1343,0.078073025
1344,0.07973406
1345,0.083056435
1346,0.07973406
1347,0.083056435
1348,0.08554813
1349,0.08554813
1350,0.08471745
1351,0.082225755
1352,0.08471745
1353,0.083056435
1354,0.07890372
1355,0.07973406
1356,0.08056472
1357,0.078073025
1358,0.077242345
1359,0.08056472
1360,0.07890372
1361,0.07392031
1362,0.07392031
1363,0.068106234
1364,0.06976725
1365,0.068106234
1366,0.06976725
1367,0.068106234
1368,0.067275554
1369,0.06644522
1370,0.06644522
1371,0.067275554
1372,0.06644522
1373,0.067275554
1374,0.067275554
1375,0.06561454
1376,0.06478384
1377,0.06478384
1378,0.067275554
1379,0.07308963
1380,0.083887115
1381,0.07475065
1382,0.07142861
1383,0.07392031
1384,0.07475065
1385,0.07225895
1386,0.07641202
1387,0.07225895
1388,0.07142861
1389,0.068936914
1390,0.07641202
1391,0.07308963
1392,0.07308963
1393,0.07392031
1394,0.07475065
1395,0.07558133
1396,0.08056472
1397,0.08720915
1398,0.09634526
1399,0.10049833
1400,0.10215935
1401,0.109634444
1402,0.10465105
1403,0.10631205
1404,0.10465105
1405,0.10465105
1406,0.10299003
1407,0.10299003
1408,0.108803764
1409,0.10299003
1410,0.11212614
1411,0.11960125
1412,0.11461784
1413,0.11960125
1414,0.11794023
1415,0.12043193
1416,0.12043193
1417,0.11710954
1418,0.109634444
1419,0.11295684
1420,0.109634444
1421,0.101328656
1422,0.11129546
1423,0.11129546
1424,0.108803764
1425,0.109634444
1426,0.12541533
1427,0.12624566
1428,0.13122906
1429,0.14119586
1430,0.13289008
1431,0.13621247
1432,0.12956804
1433,0.12873736
1434,0.12956804
1435,0.11960125
1436,0.115448534
1437,0.11461784
1438,0.11129546
1439,0.11627886
1440,0.11295684
1441,0.11295684
1442,0.11710954
1443,0.11710954
1444,0.11627886
1445,0.115448534
1446,0.11461784
1447,0.11461784
1448,0.109634444
1449,0.11378716
1450,0.11378716
1451,0.109634444
1452,0.11378716
1453,0.115448534
1454,0.12209295
1455,0.11960125
1456,0.12043193
1457,0.12292363
1458,0.13372077
1459,0.13205974
1460,0.12707634
1461,0.12956804
1462,0.12624566
1463,0.12956804
1464,0.13787349
1465,0.13122906
1466,0.12956804
1467,0.12707634
1468,0.12956804
1469,0.13122906
1470,0.13289008
1471,0.13455144
1472,0.13289008
1473,0.13122906
1474,0.12790702
1475,0.12707634
1476,0.12956804
1477,0.12956804
1478,0.12292363
1479,0.12624566
1480,0.1219268
1481,0.124584645
1482,0.124584645
1483,0.12923577
1484,0.13289008
1485,0.13388689
1486,0.13289008
1487,0.13421917
1488,0.13488372
1489,0.1355479
1490,0.13621247
1491,0.13787349
1492,0.13754156
1493,0.14551471
1494,0.15116267
1495,0.16445184
1496,0.16777387
1497,0.16710968
1498,0.16112946
1499,0.16943525
1500,0.17142853
1501,0.17807294
1502,0.17906977
1503,0.17774066
1504,0.18006624
1505,0.18039851
1506,0.1823918
1507,0.17209272
1508,0.17674421
1509,0.17109625
1510,0.16810615
1511,0.16777387
1512,0.16611286
1513,0.16279048
1514,0.16943525
1515,0.16943525
1516,0.17275727
1517,0.16777387
1518,0.17009945
1519,0.17109625
1520,0.17275727
1521,0.16777387
1522,0.16976717
1523,0.17109625
1524,0.16777387
1525,0.17142853
1526,0.1687707
1527,0.16843842
1528,0.16943525
1529,0.17209272
1530,0.1794017
1531,0.17607966
1532,0.18139534
1533,0.17541511
1534,0.17275727
1535,0.17275727
1536,0.17275727
1537,0.17641194
1538,0.1794017
1539,0.17774066
1540,0.17142853
1541,0.17607966
1542,0.19933529
1543,0.20963436
1544,0.21063118
1545,0.20531552
1546,0.19933529
1547,0.19933529
1548,0.19700973
1549,0.19102985
1550,0.19999984
1551,0.19999984
1552,0.20199314
1553,0.2039864
1554,0.20265768
1555,0.20830563
1556,0.21262448
1557,0.21594685
1558,0.22093028
1559,0.21926889
1560,0.22923568
1561,0.22524911
1562,0.23654464
1563,0.2342191
1564,0.23056477
1565,0.2352159
1566,0.23189354
1567,0.22923568
1568,0.22425228
1569,0.22524911
1570,0.2358801
1571,0.2458469
1572,0.25681055
1573,0.25813928
1574,0.25182712
1575,0.2531559
1576,0.25249165
1577,0.24119577
1578,0.23853794
1579,0.23255807
1580,0.2352159
1581,0.2571428
1582,0.25149485
1583,0.2724249
1584,0.26843837
1585,0.2657805
1586,0.26411948
1587,0.27574733
1588,0.28903648
1589,0.28438535
1590,0.2966777
1591,0.3289023
1592,0.3156145
1593,0.28571412
1594,0.2727572
1595,0.2727572
1596,0.29036522
1597,0.2621262
1598,0.26411948
1599,0.2770764
1600,0.29235852
1601,0.29999974
1602,0.2956809
1603,0.28571412
1604,0.28073072
1605,0.27973387
1606,0.28338856
1607,0.2724249
1608,0.2657805
1609,0.26245847
1610,0.27574733
1611,0.29102978
1612,0.28039843
1613,0.29069752
1614,0.28903648
1615,0.28571412
1616,0.28671092
1617,0.28903648
1618,0.29235852
1619,0.28571412
1620,0.27574733
1621,0.27641183
1622,0.27109617
1623,0.29302308
1624,0.29501635
1625,0.2877074
1626,0.28239173
1627,0.2724249
1628,0.27109617
1629,0.2358801
1630,0.25083032
1631,0.22923568
1632,0.22923568
1633,0.21594685
1634,0.2408635
1635,0.2342191
1636,0.23953477
1637,0.2458469
1638,0.2441859
1639,0.23255807
1640,0.23853794
1641,0.2458469
1642,0.25614598
1643,0.26245847
1644,0.2657805
1645,0.2657805
1646,0.25747505
1647,0.27574733
1648,0.28239173
1649,0.29235852
1650,0.28970066
1651,0.27840516
1652,0.28538182
1653,0.28205982
1654,0.2840531
1655,0.29401988
1656,0.3156145
1657,0.307641
1658,0.3096343
1659,0.31029883
1660,0.30897006
1661,0.3016611
1662,0.29634544
