,0,1
331,-1,[1.086705e+04 2.367500e+01 3.763835e+00 5.817673e+06]
332,-1,[1.1103758e+04 2.3570000e+01 3.6866598e+00 6.7199080e+06]
333,-1,[1.1267820e+04 2.5260000e+01 3.6629124e+00 4.8701700e+06]
334,-1,[1.13356455e+04 2.50874996e+01 3.79945493e+00 4.66171900e+06]
335,1,[1.1305600e+04 2.5110001e+01 3.7579024e+00 2.1118810e+06]
336,-1,[1.1210877e+04 2.5587500e+01 3.7579026e+00 3.1920350e+06]
337,-1,[1.1198107e+04 2.4917500e+01 3.8647625e+00 6.1314020e+06]
338,-1,[1.1307266e+04 2.4575001e+01 4.0191150e+00 7.0683780e+06]
339,-1,[1.1327147e+04 2.2880001e+01 4.1319075e+00 4.0026770e+06]
340,-1,[1.1132370e+04 2.3100000e+01 4.3337550e+00 1.0035118e+07]
341,-1,[1.1022795e+04 2.2822500e+01 4.2447076e+00 1.3507193e+07]
342,1,[1.1217763e+04 2.2852501e+01 4.2209625e+00 7.9548210e+06]
343,-1,[1.1178998e+04 2.2270000e+01 4.3456326e+00 4.3164060e+06]
344,-1,[1.1275635e+04 2.1799999e+01 4.4287453e+00 6.0998190e+06]
345,1,[1.15986875e+04 2.13775005e+01 4.47029972e+00 5.47657200e+06]
346,1,[1.1798803e+04 2.3139999e+01 4.3812499e+00 4.4069450e+06]
347,-1,[1.1789957e+04 2.3350000e+01 4.4821725e+00 9.3613380e+06]
348,-1,[1.1779353e+04 2.1830000e+01 4.7552576e+00 8.5212180e+06]
349,1,[1.1709832e+04 2.0837500e+01 4.7611952e+00 6.3714370e+06]
350,1,[1.1750853e+04 2.1712500e+01 4.7315102e+00 4.0195220e+06]
351,-1,[1.1680680e+04 2.1757500e+01 4.7077675e+00 5.6766010e+06]
352,-1,[1.14585625e+04 2.16274986e+01 4.61277771e+00 4.20902200e+06]
353,1,[1.1466955e+04 2.2300001e+01 4.6602726e+00 2.4087650e+06]
354,1,[1.1499877e+04 2.2412500e+01 4.6127777e+00 2.8551450e+06]
355,1,[1.1552550e+04 2.3700001e+01 4.5296674e+00 3.2530960e+06]
356,-1,[1.1559002e+04 2.3102501e+01 4.5237298e+00 3.8194930e+06]
357,1,[1.1320220e+04 2.3335001e+01 4.5237303e+00 1.2696550e+06]
358,1,[1.1207912e+04 2.2817499e+01 4.5356026e+00 3.5162900e+05]
359,1,[1.1308265e+04 2.2612499e+01 4.4524899e+00 2.3666540e+06]
360,1,[1.138310e+04 2.110500e+01 4.458425e+00 1.646551e+06]
361,-1,[1.1407095e+04 2.1170000e+01 4.5296650e+00 2.0360800e+06]
362,1,[1.1332185e+04 2.2737499e+01 4.4881124e+00 1.4275720e+06]
363,-1,[1.1630995e+04 2.1832500e+01 4.6840148e+00 4.5501240e+06]
364,-1,[1.1793262e+04 2.1155001e+01 4.6009026e+00 3.5268200e+06]
365,-1,[1.1744803e+04 2.3870001e+01 4.5771575e+00 5.8303070e+06]
366,-1,[1.1576455e+04 2.5352501e+01 4.5415373e+00 4.7754190e+06]
367,-1,[1.1286785e+04 2.6070000e+01 4.3812504e+00 7.0915400e+06]
368,1,[1.1220635e+04 2.5470001e+01 4.3396926e+00 2.8635670e+06]
369,1,[1.1133473e+04 2.3889999e+01 4.2743902e+00 1.6002290e+06]
370,-1,[1.1030453e+04 2.2910000e+01 4.1497202e+00 4.6217130e+06]
371,-1,[1.099772e+04 2.195000e+01 4.054730e+00 5.453411e+06]
372,-1,[1.093254e+04 2.087250e+01 4.155658e+00 5.097570e+06]
373,-1,[1.0999072e+04 2.1732500e+01 4.3634400e+00 7.2894630e+06]
374,1,[1.0997995e+04 2.2170000e+01 4.4584274e+00 2.4466650e+06]
375,-1,[1.0891443e+04 2.4192501e+01 4.3218822e+00 2.6761720e+06]
376,-1,[1.07488125e+04 2.35000000e+01 4.30407238e+00 3.40048600e+06]
377,-1,[1.0769107e+04 2.3062500e+01 4.3753123e+00 1.2780770e+06]
378,-1,[1.0780675e+04 2.3522501e+01 4.3871875e+00 8.2959220e+06]
379,1,[1.0789058e+04 2.2365000e+01 4.4465523e+00 3.0846510e+06]
380,-1,[1.0893703e+04 2.1660000e+01 4.4346800e+00 5.9524290e+06]
381,1,[1.0812075e+04 2.1477501e+01 4.3396897e+00 3.9795200e+05]
382,1,[1.0739082e+04 2.0490000e+01 4.2625151e+00 1.1348990e+06]
383,1,[1.0717362e+04 2.0622501e+01 4.2565827e+00 4.0742700e+05]
384,1,[1.0603638e+04 2.0605000e+01 4.1912775e+00 7.9169200e+05]
385,1,[1.0589515e+04 2.0062500e+01 4.2862625e+00 1.3559830e+06]
386,-1,[1.0490275e+04 2.0385000e+01 4.3931227e+00 6.2472080e+06]
387,-1,[1.0477103e+04 1.9630001e+01 4.4346800e+00 8.2222270e+06]
388,1,[1.0717029e+04 2.0207500e+01 4.4940476e+00 6.5904200e+05]
389,1,[1.0997730e+04 1.8602501e+01 4.4703026e+00 3.3267900e+05]
390,1,[1.094578e+04 1.896500e+01 4.517795e+00 1.191749e+06]
391,1,[1.0907623e+04 1.8352501e+01 4.4821749e+00 9.7171800e+05]
392,1,[1.0747305e+04 1.8559999e+01 4.4999847e+00 6.9904700e+05]
393,-1,[1.080014e+04 1.843500e+01 4.577160e+00 6.979945e+06]
394,-1,[1.0676293e+04 1.8027500e+01 4.6187153e+00 2.7498670e+06]
395,1,[1.0581902e+04 1.8355000e+01 4.5830975e+00 1.9960750e+06]
396,1,[1.0583308e+04 1.8205000e+01 4.5118575e+00 9.6645400e+05]
397,1,[1.0617945e+04 1.7877501e+01 4.5415425e+00 9.0749800e+05]
398,1,[1.055903e+04 1.729000e+01 4.499980e+00 1.476000e+06]
399,1,[1.0434925e+04 1.8957500e+01 4.5118551e+00 7.6010900e+05]
400,1,[1.0644848e+04 1.9202499e+01 4.5118575e+00 3.3267900e+05]
401,1,[1.0939115e+04 1.9869999e+01 4.5534124e+00 8.2959200e+05]
402,1,[1.0982982e+04 1.9807499e+01 4.5356050e+00 2.0213400e+05]
403,1,[1.1159775e+04 1.9160000e+01 4.5593500e+00 2.5329930e+06]
404,1,[1.1241728e+04 1.9997499e+01 4.5237303e+00 2.2340030e+06]
405,1,[1.1266598e+04 1.9452499e+01 4.4821725e+00 1.0612040e+06]
406,1,[1.1300713e+04 1.8715000e+01 4.5296674e+00 1.0043540e+06]
407,1,[1.12311875e+04 1.94825001e+01 4.43467760e+00 1.88237400e+06]
408,1,[1.1250798e+04 1.9719999e+01 4.2803278e+00 3.5310310e+06]
409,1,[1.1251362e+04 1.9904999e+01 4.2506452e+00 1.1980660e+06]
410,1,[1.1235258e+04 1.8445000e+01 4.2684526e+00 1.3601940e+06]
411,1,[1.1240635e+04 1.8424999e+01 4.2328324e+00 2.0171300e+06]
412,1,[1.1086463e+04 1.8682499e+01 4.2565804e+00 5.7060800e+05]
413,1,[1.0885548e+04 1.8349998e+01 4.1675301e+00 2.7477610e+06]
414,1,[1.085857e+04 1.965250e+01 4.155658e+00 2.255059e+06]
415,1,[1.0836127e+04 1.9760000e+01 4.3100076e+00 1.5465370e+06]
416,1,[1.076899e+04 2.033750e+01 4.387185e+00 2.116092e+06]
417,1,[1.0912603e+04 2.1267500e+01 4.3159447e+00 1.9455410e+06]
418,1,[1.1026365e+04 2.1417500e+01 4.2209601e+00 3.2688880e+06]
419,1,[1.0945777e+04 2.0860001e+01 4.1615925e+00 6.7378000e+05]
420,-1,[1.0825518e+04 2.0150000e+01 4.0428600e+00 8.8075740e+06]
421,-1,[1.0796035e+04 2.0362499e+01 4.0013027e+00 3.4694430e+06]
422,-1,[1.077898e+04 2.213750e+01 3.888505e+00 7.409480e+06]
423,-1,[1.0731138e+04 2.0802500e+01 3.7875824e+00 9.3255430e+06]
424,-1,[1.0659950e+04 2.1212500e+01 3.9122548e+00 1.0275152e+07]
425,1,[1.0760766e+04 2.2180000e+01 4.0191126e+00 2.8972560e+06]
426,1,[1.0678065e+04 2.1472500e+01 4.0725451e+00 2.2950650e+06]
427,1,[1.0727585e+04 1.9625000e+01 4.1259751e+00 1.0843650e+06]
428,1,[1.0755335e+04 1.9209999e+01 4.1022272e+00 7.0115300e+05]
429,1,[1.1012230e+04 1.8900000e+01 4.1319075e+00 2.4045540e+06]
430,1,[1.1153255e+04 1.7995001e+01 4.2031474e+00 1.9708080e+06]
431,-1,[1.1209692e+04 1.9045000e+01 4.3456302e+00 9.5908440e+06]
432,-1,[1.1208575e+04 1.9547501e+01 4.4584250e+00 4.8638530e+06]
433,1,[1.12261875e+04 2.00200005e+01 4.41686773e+00 1.81499600e+06]
434,1,[1.1370585e+04 1.8657499e+01 4.4287453e+00 1.5370620e+06]
435,1,[1.1398678e+04 1.8592499e+01 4.3396926e+00 4.9059600e+05]
436,1,[1.141122e+04 2.034000e+01 4.250645e+00 1.482317e+06]
437,1,[1.133085e+04 2.033000e+01 4.197212e+00 8.148530e+05]
438,1,[1.1412678e+04 2.0872499e+01 4.1972122e+00 2.0002900e+05]
439,1,[1.16840205e+04 2.20850010e+01 4.25064516e+00 4.12691000e+05]
440,1,[1.1811647e+04 2.3904999e+01 4.1972151e+00 1.0464650e+06]
441,1,[1.1755939e+04 2.3090000e+01 4.2090850e+00 8.9275900e+05]
442,1,[1.1710162e+04 2.3677500e+01 4.2090850e+00 1.2033300e+06]
443,1,[1.1807902e+04 2.4650000e+01 4.1734676e+00 9.3487000e+05]
444,1,[1.1824393e+04 2.3807499e+01 4.1912746e+00 7.3273600e+05]
445,1,[1.1687340e+04 2.3717501e+01 4.2506423e+00 1.5391670e+06]
446,1,[1.1702633e+04 2.4420000e+01 4.2862625e+00 4.5248570e+06]
447,1,[1.1750545e+04 2.4799999e+01 4.2803278e+00 7.6010900e+05]
448,1,[1.181767e+04 2.724250e+01 4.262515e+00 5.642910e+05]
449,1,[1.181828e+04 2.527000e+01 4.244705e+00 5.306020e+05]
450,1,[1.1947085e+04 2.4465000e+01 4.2090874e+00 2.7372330e+06]
451,1,[1.1851782e+04 2.6785000e+01 4.1615925e+00 1.5854900e+06]
452,1,[1.1759232e+04 2.7737499e+01 4.1556549e+00 1.0738380e+06]
453,1,[1.1681853e+04 2.7597500e+01 4.1734676e+00 1.5286390e+06]
454,1,[1.1633055e+04 2.6915001e+01 4.1734648e+00 1.0275150e+06]
455,-1,[1.1578058e+04 2.9450001e+01 4.2565799e+00 3.8426540e+06]
456,1,[1.1576348e+04 2.7372501e+01 4.2625151e+00 1.1327930e+06]
457,1,[1.1474395e+04 2.5474998e+01 4.1972122e+00 2.0655580e+06]
458,1,[1.1369213e+04 2.6402500e+01 4.1497173e+00 2.1245140e+06]
459,1,[1.1344098e+04 2.8465000e+01 4.1912775e+00 2.1266200e+05]
460,1,[1.1344782e+04 2.9522499e+01 4.1794000e+00 6.9062500e+05]
461,1,[1.1278505e+04 2.6847500e+01 4.1794052e+00 3.1372900e+05]
462,1,[1.1359112e+04 2.8362499e+01 4.1081648e+00 1.0633100e+06]
463,1,[1.1410045e+04 2.9077499e+01 4.0903525e+00 1.3644050e+06]
464,1,[1.1280258e+04 3.2610001e+01 4.0725422e+00 1.2254380e+06]
465,1,[1.1278590e+04 3.4617500e+01 4.0487947e+00 7.4537000e+05]
466,1,[1.1250545e+04 3.3487499e+01 4.0666075e+00 6.9694200e+05]
467,1,[1.1149907e+04 3.5834999e+01 4.0547323e+00 2.4214000e+05]
468,-1,[1.1147498e+04 3.6160000e+01 4.0250502e+00 1.2149100e+06]
469,-1,[1.0996772e+04 3.5012501e+01 3.8944449e+00 6.2808970e+06]
470,-1,[1.0853968e+04 3.4797501e+01 3.5501175e+00 1.2848152e+07]
471,-1,[1.0909498e+04 3.7184998e+01 3.5144949e+00 5.0680930e+06]
472,1,[1.0748298e+04 4.0537498e+01 3.5797999e+00 2.0887190e+06]
473,-1,[1.0693623e+04 4.3842499e+01 3.5382426e+00 2.4698270e+06]
474,1,[1.0603572e+04 4.4080002e+01 3.5085599e+00 4.3585200e+05]
475,1,[1.0596385e+04 4.0215000e+01 3.5501175e+00 1.3580890e+06]
476,-1,[1.062078e+04 3.710750e+01 3.538245e+00 1.210699e+06]
477,-1,[1.0408335e+04 3.2575001e+01 3.4017000e+00 2.4277150e+06]
478,1,[1.0483400e+04 3.1832500e+01 3.4670024e+00 1.0927880e+06]
479,-1,[1.0624260e+04 3.2629997e+01 3.5619900e+00 1.8571070e+06]
480,1,[1.0487615e+04 3.9902500e+01 3.5441799e+00 7.9379800e+05]
481,-1,[1.0505355e+04 4.3502502e+01 3.6272926e+00 1.8318410e+06]
482,-1,[1.0669965e+04 4.2107498e+01 3.8172674e+00 4.0468940e+06]
483,-1,[1.0804178e+04 3.9867500e+01 3.8706975e+00 2.2255810e+06]
484,-1,[1.0858373e+04 3.7527500e+01 3.7994552e+00 5.7271300e+05]
485,-1,[1.0784838e+04 3.7157501e+01 3.6688476e+00 5.3186550e+06]
486,1,[1.0583593e+04 3.6142502e+01 3.5619898e+00 2.3750760e+06]
487,1,[1.0604018e+04 3.4065002e+01 3.5323050e+00 3.2425700e+05]
488,1,[1.0558652e+04 3.0715000e+01 3.5263700e+00 1.2633400e+05]
489,1,[1.0477718e+04 2.9162500e+01 3.4670050e+00 8.5275300e+05]
490,1,[1.0311845e+04 2.9057501e+01 3.4017000e+00 1.0843650e+06]
491,1,[1.0419678e+04 2.9627501e+01 3.4373224e+00 1.7265600e+05]
492,1,[1.0338535e+04 2.8885000e+01 3.3957648e+00 1.8318400e+05]
493,1,[1.0134707e+04 2.8160000e+01 3.3304625e+00 8.4643700e+05]
494,1,[1.0148609e+04 2.8755001e+01 3.3838875e+00 3.0951800e+05]
495,-1,[1.00380625e+04 3.05450001e+01 3.37795019e+00 6.84308000e+05]
496,1,[1.0016480e+04 3.0082500e+01 3.3601425e+00 2.5687900e+05]
497,-1,[9.789213e+03 3.233750e+01 3.116740e+00 1.585490e+06]
498,-1,[9.915505e+03 3.443000e+01 3.051440e+00 6.400910e+05]
499,-1,[1.020819e+04 3.296250e+01 3.110805e+00 1.667607e+06]
500,1,[1.0212478e+04 3.8544998e+01 3.0811250e+00 1.8107900e+05]
501,-1,[1.0232170e+04 3.8352501e+01 3.0276926e+00 1.8455270e+06]
502,-1,[1.0011442e+04 3.9264999e+01 2.9089599e+00 1.4696840e+06]
503,-1,[9.8940127e+03 3.6637501e+01 2.6774275e+00 5.8334650e+06]
504,-1,[9.724186e+03 3.780500e+01 2.546825e+00 4.592235e+06]
505,-1,[9.9301621e+03 3.5529999e+01 2.7189875e+00 3.5078700e+06]
506,1,[9.9538447e+03 3.4537502e+01 2.7486701e+00 1.6760290e+06]
507,1,[1.0075025e+04 3.6895000e+01 2.8852150e+00 1.7792020e+06]
508,1,[9.9922100e+03 3.7095001e+01 2.8495924e+00 8.7170300e+05]
509,1,[1.0038275e+04 3.7317501e+01 2.8021002e+00 8.0011400e+05]
510,1,[9.993425e+03 3.693250e+01 2.730860e+00 1.452840e+05]
511,-1,[1.0182628e+04 3.8217499e+01 2.7902274e+00 5.9166300e+05]
512,-1,[1.025272e+04 4.004750e+01 2.861465e+00 7.306310e+05]
513,-1,[1.0235787e+04 3.9465000e+01 2.8792751e+00 3.1162300e+05]
514,-1,[1.0400899e+04 4.0224998e+01 2.9148974e+00 4.7164600e+05]
515,-1,[1.0355750e+04 4.0595001e+01 2.9327075e+00 6.2745800e+05]
516,-1,[1.0425027e+04 3.8422501e+01 3.0276923e+00 1.1275300e+06]
517,-1,[1.0228763e+04 3.5742500e+01 3.0573776e+00 1.5528530e+06]
518,1,[1.02028e+04 4.03775e+01 3.09300e+00 4.84280e+05]
519,-1,[1.0122400e+04 3.5687500e+01 3.0633125e+00 1.4149390e+06]
520,-1,[1.0039865e+04 3.5845001e+01 3.0751874e+00 2.3034870e+06]
521,1,[1.0043162e+04 3.7125000e+01 3.0751874e+00 7.8116400e+05]
522,-1,[9.960772e+03 3.940000e+01 3.027695e+00 1.134899e+06]
523,-1,[9.8185898e+03 4.2070000e+01 3.0811224e+00 2.4550880e+06]
524,1,[9.730798e+03 4.162750e+01 3.051440e+00 3.284680e+05]
525,-1,[9.7734355e+03 4.2042500e+01 3.0573776e+00 2.1982090e+06]
526,-1,[9.688607e+03 3.840250e+01 3.051440e+00 3.183613e+06]
527,1,[9.7402100e+03 3.5947502e+01 3.0929952e+00 3.1794000e+05]
528,-1,[9.8291396e+03 3.6540001e+01 3.0276923e+00 2.9004140e+06]
529,1,[9.900272e+03 3.422000e+01 3.075185e+00 3.537350e+05]
530,1,[9.882503e+03 3.552250e+01 3.063315e+00 3.326790e+05]
531,1,[9.7045898e+03 3.4482498e+01 2.9920726e+00 4.2111300e+05]
532,-1,[9.556090e+03 3.405000e+01 2.914895e+00 1.360194e+06]
533,1,[9.652022e+03 3.425000e+01 3.021760e+00 4.063740e+05]
534,-1,[9.47760e+03 3.42125e+01 2.92677e+00 7.58003e+05]
535,-1,[9.4536250e+03 3.4017502e+01 2.9564524e+00 8.9486500e+05]
536,-1,[9.284373e+03 3.349500e+01 2.920835e+00 5.916630e+05]
537,-1,[9.2880000e+03 3.1654999e+01 2.9089599e+00 9.6434800e+05]
538,1,[9.1799600e+03 3.0957500e+01 2.8852124e+00 3.5373500e+05]
539,1,[9.1025322e+03 3.2215000e+01 2.8674026e+00 7.6432000e+05]
540,1,[9.2537803e+03 3.1755001e+01 2.9089599e+00 3.2215100e+05]
541,1,[9.3117852e+03 3.0992500e+01 2.9089599e+00 2.6319600e+05]
542,1,[9.0860078e+03 3.0297501e+01 2.9030225e+00 4.6814200e+05]
543,1,[9.16027e+03 3.10975e+01 2.98020e+00 3.05307e+05]
544,1,[9.0151973e+03 3.1482498e+01 2.9208326e+00 6.9062500e+05]
545,1,[9.0196152e+03 3.1362499e+01 2.9089599e+00 2.5266800e+05]
546,1,[8.8891348e+03 2.9982500e+01 2.8970876e+00 1.9160600e+05]
547,-1,[8.9400820e+03 3.0994999e+01 2.8733375e+00 2.7867140e+06]
548,1,[8.946484e+03 3.065500e+01 2.926770e+00 3.495240e+05]
549,-1,[8.825745e+03 3.121250e+01 2.891150e+00 1.589701e+06]
550,1,[8.9440703e+03 2.9192501e+01 2.8020999e+00 6.2756300e+05]
551,1,[9.2424326e+03 2.7285000e+01 2.8911476e+00 2.2319000e+05]
552,1,[9.476525e+03 2.757750e+01 2.974265e+00 5.158630e+05]
553,1,[9.526465e+03 2.606000e+01 3.039565e+00 1.265444e+06]
554,-1,[9.675623e+03 2.414250e+01 3.288905e+00 3.710004e+06]
555,1,[9.5885449e+03 2.3605000e+01 3.2889051e+00 6.7799200e+05]
556,1,[9.5868350e+03 2.4257500e+01 3.2710927e+00 6.4640800e+05]
557,-1,[9.6763701e+03 2.5309999e+01 3.2889051e+00 2.7593420e+06]
558,-1,[9.769617e+03 2.594750e+01 3.366080e+00 2.438243e+06]
559,-1,[9.7054424e+03 2.7285000e+01 3.4313824e+00 1.4465220e+06]
560,-1,[9.794303e+03 2.792500e+01 3.538245e+00 3.728954e+06]
561,-1,[9.718420e+03 2.800000e+01 3.585740e+00 1.541273e+06]
562,-1,[9.591207e+03 2.895000e+01 3.478875e+00 2.229792e+06]
563,1,[9.523752e+03 2.976500e+01 3.567925e+00 8.485420e+05]
564,1,[9.4397676e+03 2.9732500e+01 3.5204349e+00 1.4338890e+06]
565,-1,[9.6534297e+03 3.0510000e+01 3.6154175e+00 4.1774390e+06]
566,-1,[9.6914746e+03 2.9584999e+01 3.6747875e+00 3.8847660e+06]
567,1,[9.7840098e+03 2.8307499e+01 3.6391675e+00 1.4549450e+06]
568,1,[9.8007021e+03 2.7657501e+01 3.5501175e+00 1.0211990e+06]
569,1,[9.7473828e+03 2.8105000e+01 3.5619898e+00 2.8846200e+05]
570,1,[9.627053e+03 2.725000e+01 3.538245e+00 2.084510e+05]
571,1,[9.57921e+03 2.64075e+01 3.57386e+00 1.62128e+05]
572,-1,[9.610470e+03 2.785500e+01 3.514495e+00 1.382303e+06]
573,1,[9.708835e+03 2.929750e+01 3.532305e+00 3.937400e+05]
574,1,[9.7988379e+03 2.7660000e+01 3.5857348e+00 7.0536400e+05]
575,1,[9.940885e+03 2.684250e+01 3.556055e+00 5.811360e+05]
576,1,[9.9253145e+03 2.6520000e+01 3.5857348e+00 1.2991330e+06]
577,1,[9.970668e+03 2.685500e+01 3.550115e+00 5.895600e+04]
578,1,[1.0038842e+04 2.8689999e+01 3.6332300e+00 1.8318410e+06]
579,1,[1.0086133e+04 3.0152500e+01 3.6332326e+00 1.0254100e+06]
580,1,[1.0069987e+04 2.8980000e+01 3.6332300e+00 1.4549450e+06]
581,1,[1.0020543e+04 2.7047501e+01 3.6154199e+00 1.0675210e+06]
582,1,[9.9457754e+03 2.5115000e+01 3.5857348e+00 4.8217400e+05]
583,-1,[1.0122468e+04 2.4985001e+01 3.6035450e+00 3.7142150e+06]
584,-1,[1.021034e+04 2.451750e+01 3.603545e+00 2.463510e+06]
585,1,[1.0046045e+04 2.4445000e+01 3.6035476e+00 8.9065400e+05]
586,1,[9.9960674e+03 2.5002501e+01 3.6154199e+00 2.3648400e+05]
587,1,[9.9459551e+03 2.4762501e+01 3.5619898e+00 3.9163500e+05]
588,1,[9.9195303e+03 2.5305000e+01 3.5501199e+00 3.9795200e+05]
589,1,[9.8135781e+03 2.5105000e+01 3.5916724e+00 2.0002900e+05]
590,1,[9.821415e+03 2.557250e+01 3.514495e+00 3.733460e+05]
591,1,[9.8140352e+03 2.7192501e+01 3.5738626e+00 8.2893100e+05]
592,1,[9.7305547e+03 2.8505001e+01 3.5798001e+00 1.8529000e+05]
593,1,[9.6516650e+03 2.8197500e+01 3.5857348e+00 5.7271300e+05]
594,1,[9.7431602e+03 3.0209999e+01 3.5323076e+00 1.4444170e+06]
595,1,[9.5965898e+03 3.4075001e+01 3.5679274e+00 1.2884740e+06]
596,1,[9.5426973e+03 3.3160000e+01 3.6154199e+00 7.2431400e+05]
597,1,[9.559728e+03 3.200000e+01 3.627295e+00 1.046465e+06]
598,1,[9.6012100e+03 3.1215000e+01 3.7104075e+00 1.5307450e+06]
599,-1,[9.5740322e+03 3.1147499e+01 3.7816474e+00 2.4614040e+06]
600,-1,[9.4910996e+03 3.2750000e+01 3.8172674e+00 1.0991040e+06]
601,1,[9.3064004e+03 3.3684998e+01 3.7579000e+00 9.0539300e+05]
602,1,[9.310965e+03 3.370250e+01 3.763835e+00 2.884620e+05]
603,1,[9.3430098e+03 3.3387501e+01 3.6747875e+00 1.7265600e+05]
604,1,[9.553402e+03 3.407750e+01 3.722280e+00 2.463510e+05]
605,1,[9.6289326e+03 3.4305000e+01 3.7044675e+00 7.5168600e+05]
606,-1,[9.666567e+03 3.318000e+01 3.835075e+00 7.660042e+06]
607,-1,[9.6814229e+03 3.1615000e+01 3.9478724e+00 5.3670830e+06]
608,1,[9.6445947e+03 3.1332500e+01 4.0131774e+00 2.6172160e+06]
609,1,[9.7251328e+03 3.1065001e+01 4.0191126e+00 1.0169870e+06]
610,1,[9.7931895e+03 3.0760000e+01 4.0013027e+00 1.3201890e+06]
611,-1,[9.808393e+03 3.180250e+01 4.167533e+00 6.066130e+06]
612,-1,[9.845263e+03 3.227750e+01 4.238770e+00 4.882803e+06]
613,1,[9.773080e+03 3.200500e+01 4.120037e+00 2.358232e+06]
614,1,[9.6689531e+03 3.1152500e+01 4.0666103e+00 2.8635700e+05]
615,1,[9.5413721e+03 2.9592499e+01 4.0547299e+00 3.3478500e+05]
616,-1,[9.567518e+03 3.011000e+01 4.143785e+00 3.007798e+06]
617,-1,[9.520770e+03 3.146000e+01 4.197215e+00 1.387567e+06]
618,-1,[9.554683e+03 3.083500e+01 4.197212e+00 1.692873e+06]
619,-1,[9.5026172e+03 3.1157501e+01 4.2090874e+00 2.0255530e+06]
620,-1,[9.301388e+03 3.184250e+01 4.060670e+00 1.886585e+06]
621,-1,[9.287115e+03 3.340250e+01 4.025050e+00 1.772885e+06]
622,-1,[9.249686e+03 3.341250e+01 4.108160e+00 1.301870e+06]
623,-1,[9.2390703e+03 3.3730000e+01 4.1734676e+00 3.0214840e+06]
624,-1,[9.280053e+03 3.197250e+01 4.250645e+00 1.960280e+06]
625,-1,[9.197585e+03 3.092250e+01 4.167530e+00 3.305735e+06]
626,-1,[9.1460078e+03 3.1075001e+01 4.1734676e+00 4.3374620e+06]
627,-1,[9.121675e+03 3.116500e+01 4.185340e+00 5.047037e+06]
628,1,[9.1827500e+03 2.9055000e+01 4.1615925e+00 1.5560120e+06]
629,1,[9.217095e+03 3.056250e+01 4.125975e+00 8.927590e+05]
630,-1,[9.2455449e+03 2.9567501e+01 4.0784802e+00 2.2129480e+06]
631,-1,[9.2182451e+03 2.8382500e+01 4.0250473e+00 2.7309170e+06]
632,-1,[9.2119375e+03 2.8405001e+01 3.9241250e+00 2.6635380e+06]
633,-1,[9.349960e+03 2.794750e+01 3.912255e+00 2.684594e+06]
634,1,[9.381186e+03 2.947000e+01 3.965685e+00 8.780200e+05]
635,-1,[9.4355371e+03 2.8924999e+01 3.9775574e+00 6.1271900e+05]
636,-1,[9.4119297e+03 2.7772501e+01 3.9597476e+00 6.2956400e+05]
637,1,[9.302027e+03 2.812750e+01 3.918190e+00 2.758290e+05]
638,-1,[9.271755e+03 2.896750e+01 3.983495e+00 1.012776e+06]
639,-1,[9.1365625e+03 2.8462502e+01 4.0250525e+00 9.4539800e+05]
640,1,[9.1334746e+03 2.7450001e+01 3.9953673e+00 8.2432800e+05]
641,1,[9.1030957e+03 2.6887501e+01 4.0369253e+00 1.4338890e+06]
642,1,[9.141567e+03 2.629000e+01 4.060670e+00 1.307555e+06]
643,-1,[9.216990e+03 2.459250e+01 4.078480e+00 8.262233e+06]
644,-1,[9.203047e+03 2.414000e+01 4.096290e+00 7.790600e+04]
645,1,[9.1021572e+03 2.2915001e+01 3.9894276e+00 1.3012390e+06]
646,-1,[9.028822e+03 2.245500e+01 3.787585e+00 2.128725e+06]
647,-1,[8.908766e+03 2.183000e+01 3.651040e+00 3.857393e+06]
648,-1,[8.8698105e+03 2.1917500e+01 3.7460275e+00 1.4507340e+06]
649,-1,[8.813662e+03 2.116250e+01 3.668850e+00 5.434461e+06]
650,-1,[8.860113e+03 2.085250e+01 3.627295e+00 2.219264e+06]
651,-1,[8.8182002e+03 2.0735001e+01 3.6154199e+00 3.6699980e+06]
652,1,[8.965555e+03 2.064000e+01 3.656975e+00 6.632530e+05]
653,1,[8.8504199e+03 2.0834999e+01 3.6094825e+00 7.2852500e+05]
654,1,[9.016808e+03 2.080250e+01 3.740090e+00 2.362443e+06]
655,1,[9.060689e+03 2.117000e+01 3.858825e+00 6.421970e+05]
656,1,[9.2119121e+03 2.1647499e+01 3.7994552e+00 9.3276500e+05]
657,1,[9.1934082e+03 2.0942499e+01 3.7875824e+00 9.3697600e+05]
658,1,[9.1683770e+03 2.1305000e+01 3.8528874e+00 2.0213410e+06]
659,1,[9.0410498e+03 2.0887501e+01 3.7757125e+00 1.2865000e+06]
660,1,[9.0667148e+03 2.1242500e+01 3.6866624e+00 6.5061900e+05]
661,1,[8.944683e+03 2.131500e+01 3.793520e+00 1.488634e+06]
662,1,[8.8583428e+03 2.0282501e+01 3.7875824e+00 6.9062500e+05]
663,1,[8.6831924e+03 1.9722500e+01 3.7638376e+00 2.7161800e+05]
664,1,[8.570973e+03 1.970500e+01 3.734155e+00 7.285250e+05]
665,1,[8.6398604e+03 2.0032501e+01 3.7222776e+00 2.9477900e+05]
666,1,[8.7078105e+03 1.9450001e+01 3.7400925e+00 1.7707790e+06]
667,1,[8.7501973e+03 1.8830000e+01 3.7163448e+00 6.1903600e+05]
668,1,[8.88234e+03 2.00350e+01 3.70447e+00 8.27487e+05]
