,0,1
82,-1,[1.4876643e+04 2.3877499e+01 1.1042175e+00 3.5141860e+06]
83,-1,[1.5155532e+04 2.3822500e+01 1.1517100e+00 3.4194360e+06]
84,-1,[1.5333037e+04 2.4482500e+01 1.1540850e+00 4.0700550e+06]
85,-1,[1.5555670e+04 2.5042500e+01 1.1944525e+00 3.2025630e+06]
86,1,[1.5667338e+04 2.5285000e+01 1.1920800e+00 9.4750400e+05]
87,1,[1.5720367e+04 2.7157501e+01 1.1944525e+00 7.7274200e+05]
88,1,[1.57720625e+04 2.83525009e+01 1.17545497e+00 1.22543800e+06]
89,1,[1.5501686e+04 2.9375000e+01 1.1517100e+00 1.0801540e+06]
90,1,[1.5429192e+04 2.7262501e+01 1.1374625e+00 1.2043830e+06]
91,-1,[1.4943918e+04 2.6622499e+01 1.0709701e+00 2.4614040e+06]
92,1,[1.5004242e+04 2.5340000e+01 1.0852175e+00 1.5233760e+06]
93,1,[1.5263668e+04 2.5164999e+01 1.1184649e+00 6.0008600e+05]
94,1,[1.5209402e+04 2.6972500e+01 1.1208425e+00 3.6636800e+05]
95,1,[1.51622295e+04 2.70524998e+01 1.10184252e+00 2.82146000e+05]
96,1,[1.5255025e+04 2.7330000e+01 1.0970925e+00 4.1269100e+05]
97,1,[1.5150205e+04 2.6657499e+01 1.0733449e+00 8.7591500e+05]
98,1,[1.497959e+04 2.653750e+01 1.101845e+00 9.780340e+05]
99,1,[1.4454407e+04 2.7312500e+01 1.0994675e+00 3.6005100e+05]
100,1,[1.449092e+04 2.772250e+01 1.087595e+00 1.958170e+05]
101,1,[1.452950e+04 2.945750e+01 1.063845e+00 1.663400e+05]
102,1,[1.4575040e+04 2.7814999e+01 1.0543500e+00 6.9483600e+05]
103,1,[1.4248415e+04 2.8180000e+01 1.0116050e+00 2.9899000e+05]
104,-1,[1.4074545e+04 2.6137501e+01 9.7123504e-01 1.3454550e+06]
105,1,[1.4227535e+04 2.4622499e+01 9.5699000e-01 7.0957500e+05]
106,1,[1.4516295e+04 2.5314999e+01 9.9023497e-01 1.4317800e+05]
107,1,[1.4596235e+04 2.3092499e+01 1.0163575e+00 5.1375800e+05]
108,1,[1.5026575e+04 2.3527500e+01 1.0377275e+00 8.0011400e+05]
109,-1,[1.4966522e+04 2.4559999e+01 1.0875950e+00 2.6530110e+06]
110,1,[1.5112145e+04 2.3735001e+01 1.2087024e+00 8.6391290e+06]
111,1,[1.5328748e+04 2.4267500e+01 1.1897050e+00 2.3013810e+06]
112,1,[1.5424037e+04 2.6070000e+01 1.1588351e+00 8.7170300e+05]
113,1,[1.5307918e+04 2.7202499e+01 1.1350875e+00 6.1693000e+05]
114,1,[1.5520013e+04 2.6867500e+01 1.1445875e+00 3.7268500e+05]
115,1,[1.5117695e+04 3.0785000e+01 1.1065924e+00 1.2296490e+06]
116,1,[1.4933067e+04 3.0792500e+01 1.0780976e+00 2.4424500e+05]
117,1,[1.5117348e+04 2.8170000e+01 1.0923450e+00 5.2639100e+05]
118,1,[1.4966808e+04 2.8674999e+01 1.0567250e+00 1.6844500e+05]
119,1,[1.4672013e+04 2.8482500e+01 1.0733449e+00 7.9590300e+05]
120,1,[1.4757082e+04 2.7287500e+01 1.0923450e+00 4.0426800e+05]
121,1,[1.4807248e+04 2.8045000e+01 1.0472250e+00 1.0085650e+06]
122,1,[1.4804947e+04 2.6660000e+01 1.0519750e+00 6.4851400e+05]
123,1,[1.4974875e+04 2.8182499e+01 1.0757225e+00 3.4110100e+05]
124,1,[1.4978825e+04 2.8690001e+01 1.0781000e+00 4.9059600e+05]
125,1,[1.4651237e+04 2.7602501e+01 1.0567250e+00 3.9795200e+05]
126,1,[1.516721e+04 2.620750e+01 1.106595e+00 7.369470e+05]
127,-1,[1.5393058e+04 2.4962500e+01 1.0994700e+00 2.0213410e+06]
128,1,[1.5354223e+04 2.5357500e+01 1.1113424e+00 7.8748100e+05]
129,1,[1.5457870e+04 2.4707500e+01 1.1920775e+00 6.7588600e+06]
130,1,[1.5424689e+04 2.3889999e+01 1.1968300e+00 2.2424260e+06]
131,-1,[1.5268660e+04 2.3485001e+01 1.1588349e+00 2.0992470e+06]
132,1,[1.5235078e+04 2.3767500e+01 1.1540849e+00 4.7375200e+05]
133,1,[1.527931e+04 2.229750e+01 1.156460e+00 5.832410e+05]
134,1,[1.5331676e+04 2.2072500e+01 1.1398400e+00 5.8955800e+05]
135,1,[1.5319067e+04 2.2552500e+01 1.1137176e+00 3.0530700e+05]
136,1,[1.5416984e+04 2.2645000e+01 1.1160901e+00 1.6002300e+05]
137,-1,[1.5815795e+04 2.2732500e+01 1.1303400e+00 9.0539300e+05]
138,1,[1.6019918e+04 2.2865000e+01 1.1255900e+00 3.2004600e+05]
139,-1,[1.60341875e+04 2.24899998e+01 1.14696002e+00 4.02163000e+05]
140,-1,[1.6127885e+04 2.1889999e+01 1.1445850e+00 3.8321300e+05]
141,-1,[1.6020883e+04 2.1775000e+01 1.1160901e+00 4.6322400e+05]
142,-1,[1.6007747e+04 2.1362499e+01 1.1113400e+00 4.1479600e+05]
143,1,[1.6081468e+04 2.1775000e+01 1.1350875e+00 3.3689000e+05]
144,1,[1.6141897e+04 2.2485001e+01 1.1350900e+00 4.2111300e+05]
145,-1,[1.5902933e+04 2.1447500e+01 1.1802050e+00 1.7160350e+06]
146,1,[1.5883457e+04 2.1850000e+01 1.2277000e+00 4.7501520e+06]
147,1,[1.5972547e+04 2.0877501e+01 1.2371974e+00 5.6976560e+06]
148,1,[1.5919745e+04 2.1982500e+01 1.2087049e+00 1.5644340e+06]
149,1,[1.5859582e+04 2.4010000e+01 1.2229500e+00 1.9118520e+06]
150,1,[1.5723713e+04 2.5152500e+01 1.2490726e+00 2.8740950e+06]
151,1,[1.5838058e+04 2.6772499e+01 1.2514451e+00 1.9476470e+06]
152,-1,[1.5863598e+04 2.7987499e+01 1.2823150e+00 1.0934194e+07]
153,1,[1.5801897e+04 2.6380001e+01 1.3036900e+00 3.9016100e+06]
154,1,[1.569137e+04 2.591750e+01 1.272820e+00 3.046751e+06]
155,1,[1.5519018e+04 2.7397499e+01 1.2585700e+00 1.9308020e+06]
156,-1,[1.5519332e+04 2.9020000e+01 1.3084400e+00 8.4580510e+06]
157,1,[1.540474e+04 2.816750e+01 1.325060e+00 4.312195e+06]
158,1,[1.513551e+04 2.773750e+01 1.298940e+00 2.596160e+06]
159,1,[1.5190342e+04 2.6002501e+01 1.2989374e+00 8.6749200e+05]
160,1,[1.5247707e+04 2.4762501e+01 1.3060600e+00 1.9729130e+06]
161,1,[1.4899645e+04 2.4459999e+01 1.2751925e+00 1.3012390e+06]
162,1,[1.4726766e+04 2.5077499e+01 1.2419450e+00 1.4654730e+06]
163,1,[1.4521018e+04 2.9119999e+01 1.2087026e+00 1.7097180e+06]
164,-1,[1.4122115e+04 2.9177500e+01 1.1398375e+00 2.8930450e+06]
165,1,[1.4063883e+04 2.9887501e+01 1.1398350e+00 1.3307160e+06]
166,-1,[1.4265643e+04 2.8580000e+01 1.1849550e+00 2.8551450e+06]
167,-1,[1.4280123e+04 2.9290001e+01 1.1968300e+00 2.5793160e+06]
168,1,[1.4150237e+04 3.0305000e+01 1.2015800e+00 1.3244000e+06]
169,-1,[1.4212162e+04 3.0387501e+01 1.2846925e+00 1.0220408e+07]
170,1,[1.3846702e+04 3.1445000e+01 1.2466974e+00 3.0214840e+06]
171,-1,[1.3426888e+04 3.3262501e+01 1.2205725e+00 3.3225800e+06]
172,1,[1.3265478e+04 2.9580000e+01 1.1588324e+00 2.3834980e+06]
173,1,[1.3477540e+04 2.7805000e+01 1.2087026e+00 3.6236760e+06]
174,1,[1.3421915e+04 2.8507500e+01 1.2775675e+00 3.5741950e+06]
175,1,[1.3376808e+04 2.9110001e+01 1.2561951e+00 7.4958100e+05]
176,1,[1.3106215e+04 2.8754999e+01 1.2561951e+00 8.5907000e+05]
177,1,[1.2798050e+04 3.0344999e+01 1.2158275e+00 1.3096610e+06]
178,1,[1.2563975e+04 3.3939999e+01 1.2205750e+00 6.2324700e+05]
179,-1,[1.2825043e+04 3.4075001e+01 1.2443200e+00 1.8613190e+06]
180,1,[1.2846583e+04 3.1209999e+01 1.2514451e+00 1.3959890e+06]
181,1,[1.2867675e+04 3.1084999e+01 1.2229500e+00 8.8223100e+05]
182,1,[1.2674990e+04 3.1945000e+01 1.2110775e+00 2.9477900e+05]
183,1,[1.2707657e+04 3.0032501e+01 1.2253250e+00 4.4638000e+05]
184,1,[1.2738947e+04 2.8732500e+01 1.2514451e+00 1.0885770e+06]
185,-1,[1.2623297e+04 2.7175001e+01 1.2965649e+00 1.1527963e+07]
186,-1,[1.2245532e+04 2.6645000e+01 1.2561924e+00 4.9438640e+06]
187,1,[1.2453383e+04 2.4092499e+01 1.2728175e+00 2.6656440e+06]
188,1,[1.2243718e+04 2.4352501e+01 1.2680700e+00 2.0845080e+06]
189,1,[1.2227192e+04 2.5000000e+01 1.2656950e+00 3.4383860e+06]
190,-1,[1.2573697e+04 2.7847500e+01 1.3084376e+00 1.5555907e+07]
191,1,[1.2888987e+04 2.8007500e+01 1.3298125e+00 3.9352990e+06]
192,1,[1.2741713e+04 2.4510000e+01 1.3179350e+00 2.7224940e+06]
193,-1,[1.2870942e+04 2.4832500e+01 1.4224200e+00 3.0623324e+07]
194,-1,[1.3510592e+04 2.4847500e+01 1.5174075e+00 1.8312090e+07]
195,-1,[1.3500450e+04 2.4459999e+01 1.5031575e+00 1.4627353e+07]
196,-1,[1.3370820e+04 2.5762501e+01 1.6123950e+00 2.7987156e+07]
197,-1,[1.3240558e+04 2.5192499e+01 1.6883850e+00 4.1904936e+07]
198,-1,[1.3252607e+04 2.4987499e+01 1.7026324e+00 2.0621894e+07]
199,-1,[1.3315885e+04 2.4680000e+01 1.7026324e+00 2.0621894e+07]
200,1,[1.3296303e+04 2.4655001e+01 1.7168775e+00 5.5186830e+06]
201,-1,[1.3712047e+04 2.4262501e+01 1.6836350e+00 8.9233800e+06]
202,-1,[1.3744322e+04 2.3990000e+01 1.6693900e+00 4.5901300e+06]
203,-1,[1.3477330e+04 2.2362499e+01 1.7857450e+00 3.5906184e+07]
204,-1,[1.3538572e+04 2.2007500e+01 1.8985400e+00 1.9574376e+07]
205,1,[1.3546513e+04 2.1392500e+01 1.8759825e+00 4.4027340e+06]
206,-1,[1.3541155e+04 2.1340000e+01 1.8831074e+00 7.9674540e+06]
207,-1,[1.3583590e+04 2.1382500e+01 1.8451099e+00 6.9462560e+06]
208,-1,[1.3626912e+04 2.1852501e+01 1.7928700e+00 5.9103180e+06]
209,-1,[1.3429000e+04 2.1215000e+01 1.7928675e+00 1.1292140e+07]
210,-1,[1.3260747e+04 2.0697500e+01 1.8261150e+00 4.8764860e+06]
211,-1,[1.3347255e+04 2.2150000e+01 1.8403625e+00 1.0121446e+07]
212,-1,[1.3613123e+04 2.2642500e+01 1.8379875e+00 9.5297830e+06]
213,-1,[1.3542755e+04 2.2772499e+01 1.9211000e+00 3.8399172e+07]
214,1,[1.3596277e+04 2.2312500e+01 1.8831100e+00 8.7654630e+06]
215,-1,[1.3839529e+04 2.1605000e+01 1.9305949e+00 1.0902610e+07]
216,-1,[1.3874950e+04 2.0192499e+01 2.0659525e+00 2.5036208e+07]
217,1,[1.3760895e+04 2.0262501e+01 2.0600176e+00 4.0911110e+06]
218,-1,[1.3824268e+04 2.0020000e+01 2.1431324e+00 5.2554880e+06]
219,-1,[1.3727170e+04 1.9889999e+01 2.1312575e+00 4.3795730e+06]
220,-1,[1.36606455e+04 2.06949997e+01 2.14906502e+00 7.63898600e+06]
221,-1,[1.3475902e+04 2.1005001e+01 2.0362701e+00 6.4535540e+06]
222,-1,[1.3221689e+04 2.1135000e+01 2.0422051e+00 6.9967890e+06]
223,-1,[1.3197388e+04 2.2622501e+01 2.2618625e+00 2.8677782e+07]
224,-1,[1.3203407e+04 2.3412500e+01 2.3093576e+00 6.8725610e+06]
225,-1,[1.3328425e+04 2.3225000e+01 2.3449750e+00 1.8642664e+07]
226,-1,[1.3557154e+04 2.2372499e+01 2.4459000e+00 2.3502304e+07]
227,-1,[1.3608630e+04 2.1912500e+01 2.5230749e+00 1.3852506e+07]
228,-1,[1.3785877e+04 2.0347500e+01 2.6536825e+00 2.1731526e+07]
229,1,[1.3724640e+04 1.9907501e+01 2.6061900e+00 5.9176880e+06]
230,-1,[1.3556689e+04 2.0542500e+01 2.5052676e+00 7.7926920e+06]
231,-1,[1.3516564e+04 2.1262501e+01 2.4459000e+00 7.1694450e+06]
232,-1,[1.3375763e+04 2.1202499e+01 2.4102774e+00 2.1813640e+06]
233,-1,[1.3079850e+04 1.9972500e+01 2.2856100e+00 1.2125943e+07]
234,-1,[1.300638e+04 1.942250e+01 2.344975e+00 7.085223e+06]
235,-1,[1.3041067e+04 1.9250000e+01 2.2856126e+00 4.2216560e+06]
236,-1,[1.3017548e+04 1.9105000e+01 2.3627849e+00 7.5610800e+06]
237,-1,[1.3110617e+04 2.0080000e+01 2.6358724e+00 1.2681812e+07]
238,-1,[1.3184367e+04 2.1362499e+01 2.7783525e+00 1.0840496e+07]
239,-1,[1.3047348e+04 2.2767500e+01 2.7783551e+00 4.3058780e+06]
240,1,[1.2967748e+04 2.4170000e+01 2.7308600e+00 1.3559830e+06]
241,-1,[1.2887547e+04 2.2690001e+01 2.6714950e+00 3.3983800e+06]
242,-1,[1.3016160e+04 2.1577499e+01 2.5883799e+00 4.9965030e+06]
243,-1,[1.3129885e+04 2.3052500e+01 2.5349500e+00 3.4320690e+06]
244,-1,[1.317713e+04 2.342500e+01 2.724925e+00 1.635181e+07]
245,1,[1.3108103e+04 2.2500000e+01 2.7189875e+00 8.1422160e+06]
246,-1,[1.27028125e+04 2.31900005e+01 2.58244252e+00 8.68334600e+06]
247,1,[1.2695500e+04 2.4802500e+01 2.6418076e+00 1.9518580e+06]
248,-1,[1.2559078e+04 2.4517500e+01 2.6536825e+00 6.3588030e+06]
249,-1,[1.260507e+04 2.356000e+01 2.790225e+00 1.248810e+07]
250,1,[1.2682888e+04 2.2520000e+01 2.8317850e+00 5.1017820e+06]
251,-1,[1.2640522e+04 2.2670000e+01 2.8733401e+00 9.6813830e+06]
252,1,[1.2527752e+04 2.1792500e+01 2.8258450e+00 2.8740950e+06]
253,-1,[1.2450308e+04 2.0662498e+01 2.7249224e+00 6.6620040e+06]
254,-1,[1.2307311e+04 2.0147499e+01 2.6536851e+00 8.6412350e+06]
255,1,[1.2301109e+04 2.0244999e+01 2.7189851e+00 2.9288400e+06]
256,1,[1.2224678e+04 2.1525000e+01 2.6833649e+00 4.7796300e+05]
257,-1,[1.2201015e+04 2.1170000e+01 2.6655550e+00 4.8701700e+06]
258,-1,[1.2117130e+04 2.1959999e+01 2.6418126e+00 2.2255810e+06]
259,1,[1.2128225e+04 2.0752501e+01 2.6536825e+00 1.9602800e+06]
260,-1,[1.2077165e+04 2.0482500e+01 2.7011776e+00 7.8326980e+06]
261,-1,[1.2221433e+04 2.0225000e+01 2.7249250e+00 9.8934136e+07]
262,-1,[1.2403705e+04 2.0450001e+01 2.7546051e+00 4.3648340e+06]
263,1,[1.2485734e+04 2.1502501e+01 2.7130525e+00 1.2128050e+06]
264,-1,[1.2382338e+04 2.2982500e+01 2.6596200e+00 5.4534110e+06]
265,1,[1.2187770e+04 2.3855000e+01 2.5527601e+00 7.2599850e+06]
266,1,[1.2113152e+04 2.3272499e+01 2.3984051e+00 5.5228940e+06]
267,-1,[1.2004737e+04 2.2692501e+01 2.4637074e+00 1.8781630e+06]
268,-1,[1.1741582e+04 2.2122499e+01 2.4340250e+00 2.4950930e+06]
269,-1,[1.174249e+04 2.050500e+01 2.475585e+00 1.080154e+06]
270,1,[1.1719650e+04 2.0510000e+01 2.5112026e+00 8.7170300e+05]
271,1,[1.1858787e+04 2.1480000e+01 2.6358726e+00 2.4403490e+06]
272,1,[1.2056768e+04 2.2495001e+01 2.7189875e+00 3.2425690e+06]
273,-1,[1.19815625e+04 2.43924999e+01 2.72492504e+00 2.18347000e+06]
274,-1,[1.1730452e+04 2.5027500e+01 2.8080375e+00 6.7988660e+06]
275,-1,[1.1495270e+04 2.5580000e+01 2.9505150e+00 1.4715787e+07]
276,-1,[1.1452915e+04 2.6540001e+01 3.0989351e+00 8.5528010e+06]
277,1,[1.1263803e+04 2.7950001e+01 3.0870600e+00 3.7605370e+06]
278,1,[1.1298647e+04 3.0275000e+01 3.0276949e+00 4.6280300e+06]
279,1,[1.1226138e+04 3.2532501e+01 3.0217576e+00 3.2931020e+06]
280,1,[1.1274415e+04 4.2264999e+01 3.1523623e+00 3.9289820e+06]
281,1,[1.1233325e+04 4.0244999e+01 3.2057924e+00 9.5803200e+05]
282,-1,[1.1225835e+04 4.0049999e+01 3.1582975e+00 1.6760290e+06]
283,-1,[1.1251965e+04 4.2517502e+01 3.1226799e+00 2.7477610e+06]
284,-1,[1.1132168e+04 4.5900002e+01 3.0811224e+00 3.3015240e+06]
285,-1,[1.0982752e+04 3.9440002e+01 3.0336299e+00 5.4344610e+06]
286,-1,[1.1007925e+04 3.6485001e+01 3.0514400e+00 4.1900720e+06]
287,-1,[1.0977548e+04 3.5122501e+01 3.0455024e+00 3.9163490e+06]
288,-1,[1.0794465e+04 3.4887501e+01 3.1167450e+00 4.3858900e+06]
289,-1,[1.0460859e+04 3.2457500e+01 3.1642351e+00 2.1371470e+06]
290,1,[1.0296202e+04 3.3027500e+01 3.0633125e+00 1.5075840e+06]
291,1,[1.0367383e+04 3.1847500e+01 3.1048675e+00 2.9267300e+05]
292,-1,[9.5138555e+03 3.1840000e+01 2.5586951e+00 2.1190396e+07]
293,1,[9.5959746e+03 3.1452499e+01 2.6833675e+00 8.4706840e+06]
294,-1,[9.6133555e+03 3.3275002e+01 2.7783551e+00 4.1037440e+06]
295,-1,[9.3449873e+03 3.5450001e+01 2.5230775e+00 8.5991230e+06]
296,-1,[9.4123848e+03 3.5022499e+01 2.4696474e+00 6.5198790e+06]
297,-1,[9.474825e+03 3.282000e+01 2.540890e+00 5.333394e+06]
298,-1,[9.3493350e+03 3.1355000e+01 2.6477475e+00 5.2386430e+06]
299,1,[8.9769648e+03 3.4145000e+01 2.6358726e+00 2.6466940e+06]
300,-1,[9.3069492e+03 3.3965000e+01 2.9148974e+00 7.1062790e+06]
301,1,[9.3369424e+03 3.3762501e+01 2.9386425e+00 2.3982370e+06]
302,1,[9.473234e+03 3.520750e+01 2.968330e+00 1.671818e+06]
303,-1,[9.968702e+03 3.133250e+01 3.009885e+00 1.137005e+06]
304,-1,[1.0186383e+04 3.1057499e+01 2.9980125e+00 1.0527820e+06]
305,-1,[1.0233607e+04 2.9142500e+01 3.0455050e+00 6.1019240e+06]
306,1,[1.0044970e+04 3.1012501e+01 3.0870626e+00 1.4802110e+06]
307,1,[1.0207165e+04 3.3617500e+01 3.1167450e+00 1.8992190e+06]
308,1,[1.0310947e+04 3.3135002e+01 3.1167426e+00 8.7591500e+05]
309,-1,[1.0527978e+04 3.3212502e+01 3.1226799e+00 1.0001430e+06]
310,-1,[1.0436798e+04 3.1572498e+01 3.0336299e+00 3.4383860e+06]
311,-1,[1.0159895e+04 3.0770000e+01 2.9802001e+00 2.4508760e+06]
312,-1,[1.014978e+04 2.983750e+01 2.998010e+00 1.831841e+06]
313,-1,[1.0200678e+04 2.9047501e+01 3.0336299e+00 1.7918350e+06]
314,-1,[9.9755830e+03 2.8360001e+01 3.0395675e+00 2.6972270e+06]
315,1,[9.8674727e+03 2.8205000e+01 3.0811224e+00 1.2507050e+06]
316,-1,[9.8157549e+03 3.0567501e+01 3.1939201e+00 2.2803260e+06]
317,-1,[1.0078940e+04 2.7195000e+01 3.3126526e+00 1.2123838e+07]
318,-1,[1.0228418e+04 2.6532501e+01 3.4907498e+00 5.2786490e+06]
319,1,[1.0385203e+04 2.5452499e+01 3.5560524e+00 4.5838130e+06]
320,1,[1.0267745e+04 2.4945000e+01 3.5263700e+00 1.0569930e+06]
321,1,[1.0051905e+04 2.4112499e+01 3.5560524e+00 1.4886340e+06]
322,1,[1.0034245e+04 2.4077499e+01 3.6035476e+00 1.3370330e+06]
323,1,[1.01416045e+04 2.35300007e+01 3.59167242e+00 3.18782400e+06]
324,-1,[1.021392e+04 2.412500e+01 3.532305e+00 3.371008e+06]
325,-1,[1.0308327e+04 2.3779999e+01 3.5501175e+00 4.5606520e+06]
326,1,[1.043600e+04 2.516750e+01 3.538245e+00 1.016987e+06]
327,-1,[1.0340058e+04 2.5735001e+01 3.4551325e+00 2.1982090e+06]
328,-1,[1.0427498e+04 2.4447500e+01 3.4313824e+00 9.9382600e+05]
329,-1,[1.0612770e+04 2.4830000e+01 3.5857348e+00 1.2254380e+06]
330,-1,[1.0593765e+04 2.2975000e+01 3.5857375e+00 3.5141860e+06]
